Boar Stud,Inventory,Target,Inventory to target,actual,target,Missed Index,WeekCommencing,yrwk,Average Days Rest,Standard Deviation,Total Boars,Boars Trained Within 14 Days,Percent Trained,Semen Quality Cull Errors,Will Not Train Errors,Index Cull Errors,Removal Reason Errors,IScore,TScore,RScore,CScore,Total
MB 7081,224,200,112.00000000000001,109.40379646830807,109.52608703979372,0.1659519145674787,19772,202408,9.083798883,3.611578615253453,75,68,90.66666666666666,0,0,0,0,3,3,0,1,7
MB 7082,183,200,91.5,105.30159744284826,105.30159744284826,0.008849558,19772,202408,7.018072289,1.5781573127649589,82,76,92.68292683,0,0,0,0,4,3,2,1,10
MB 7092,424,250,169.6,102.77537812830799,102.84515158001697,0.069773452,19772,202408,6.960784314,1.2309799928002882,59,59,100,0,0,0,0,4,3,2,1,10
MB 7093,412,450,91.55555555555556,102.43490791108657,102.72365249361947,0.2887445825328996,19772,202408,7.565340909,1.3466188100692116,60,60,100,0,0,0,0,2,3,2,1,8
MB 7094,490,450,108.88888888888889,104.96358655343265,105.10811030656626,0.14452375313361188,19772,202408,8.590361446,3.519566236,129,127,98.44961240310077,5,0,0,5,3,3,1,0,7
MBW Cimarron,345,399,86.46616541353383,106.51894229953814,106.66074274808176,0.13786154719518606,19772,202408,7.375366569,3.7424249291770884,135,125,92.59259259,0,0,0,0,3,3,2,1,9
MBW Cyclone,248,403,61.53846153846154,104.95372729289353,104.97921830486985,0.094385235,19772,202408,6.93697479,1.6688440905362874,30,25,83.33333333333334,0,0,0,0,4,2,2,1,9
MBW Yuma,151,203,74.38423645320196,101.88032734799093,101.88032734799093,0.011235955056179137,19772,202408,7.047619048,1.0811798054391775,58,54,93.10344827586206,0,0,0,0,4,3,2,1,10
Skyline Boar Stud,249,200,124.50000000000001,105.07463069296523,105.07463069296523,0,19772,202408,7.591743119,2.0236677219631614,80,78,97.5,0,0,0,0,4,3,2,1,10
SPGNC,181,220,82.27272727272728,112.0119985209589,112.0119985209589,0,19772,202408,7.271604938,1.351441335,83,80,96.38554217,0,0,0,0,4,3,2,1,10
SPGVA,248,292,84.93150684931507,106.25376777156148,106.25376777156148,0,19772,202408,6.900943396,1.921344083403132,86,77,89.53488372093024,0,0,0,0,4,2,2,1,9
MB 7081,224,200,112.00000000000001,108.8179003913946,108.93303923714633,0.094725608,19779,202409,8.56043956,3.2406560662033854,75,68,90.66666666666666,0,0,0,0,4,3,1,1,9
MB 7082,187,200,93.5,105.23316032854896,105.23316032854896,0,19779,202409,6.960784314,1.3854618883112044,63,57,90.47619047619048,0,0,0,0,4,3,2,1,10
MB 7092,510,250,204,104.07844847227543,104.23553064242495,0.15708217014952197,19779,202409,7.963888889,1.7964143763551226,59,59,100,0,0,0,0,3,3,2,1,9
MB 7093,409,450,90.88888888888889,101.73120272833482,101.80484546853548,0.07364274,19779,202409,7.0551181100000004,2.324833055514581,60,60,100,0,0,0,0,4,3,2,1,10
MB 7094,486,450,108,104.7720974497875,104.81618211862198,0.044084669,19779,202409,8.279620853,2.6600790887714196,69,67,97.10144927536231,5,0,0,5,4,3,1,0,8
MBW Cimarron,345,399,86.46616541353383,106.41814674292635,106.57073637009641,0.148279186,19779,202409,7.20625,1.1615408369865696,135,125,92.59259259,0,0,0,0,3,3,2,1,9
MBW Cyclone,248,403,61.53846153846154,104.45942216247872,105.74487535798583,1.6725057416424027,19779,202409,7.126506024,1.4695770851011523,30,25,83.33333333333334,0,0,0,0,0,2,2,1,5
MBW Yuma,148,203,72.90640394,101.7943918486331,101.7943918486331,0,19779,202409,6.746575342,1.2529228934946417,58,54,93.10344827586206,0,0,0,0,4,3,2,1,10
Skyline Boar Stud,246,200,123,105.68232684530344,105.68398947789507,0.001662633,19779,202409,7.146551724,0.6932489585460284,24,9,37.5,0,0,0,0,4,0,2,1,7
SPGNC,180,220,81.81818181818183,110.34601356131579,110.68092642752977,0.3349128662139833,19779,202409,7.794117647,2.3930299647335747,83,80,96.38554217,0,0,0,0,1,3,2,1,7
SPGVA,256,292,87.67123287671232,108.94346480987572,108.96003600417696,0.018483182,19779,202409,7.230392157,1.4352555403638332,56,47,83.92857142857143,0,0,0,0,4,2,2,1,9
MB 7081,222,200,111.00000000000001,108.15450162173954,108.27831957506825,0.21080442472124472,19786,202410,8.835164835,3.1771412017367404,75,68,90.66666666666666,0,0,0,0,2,3,1,1,7
MB 7082,187,200,93.5,105.68820715055695,105.68820715055695,0,19786,202410,7.135294118,1.8201505810880088,63,57,90.47619047619048,0,0,0,0,4,3,2,1,10
MB 7092,501,250,200.4,104.90286096924852,104.96509882647095,0.062237857222427806,19786,202410,7.220095694,1.6662478103214649,59,59,100,0,0,0,0,4,3,2,1,10
MB 7093,409,450,90.88888888888889,102.40543218381282,102.48022641780894,0.074794234,19786,202410,7.807692308,2.083209689703839,60,60,100,0,0,0,0,4,3,2,1,10
MB 7094,483,450,107.33333333333333,104.37808519561939,104.55964528255998,0.18156008694059267,19786,202410,7.849382716,2.389028317367895,69,67,97.10144927536231,2,0,0,2,3,3,2,0,8
MBW Cimarron,343,399,85.96491228070175,106.31959131958374,106.56287097993211,0.24780914993368514,19786,202410,7.451298701,1.4620826256740698,135,125,92.59259259,0,0,0,0,2,3,2,1,8
MBW Cyclone,247,403,61.29032258064516,105.16539455793045,105.17639216184556,0.009110441,19786,202410,9.018691589,3.2225185042245705,30,25,83.33333333333334,0,0,0,0,4,2,0,1,7
MBW Yuma,176,203,86.69950738916256,104.91863104316282,105.9394608727169,0.9236079410251149,19786,202410,6.846715328,1.6399897370056615,58,54,93.10344827586206,0,0,0,0,0,3,2,1,6
Skyline Boar Stud,246,200,123,105.13271712531885,105.13271712531885,0.2463768115942029,19786,202410,6.867924528,0.616909769,24,9,37.5,0,0,0,0,2,0,2,1,5
SPGNC,180,220,81.81818181818183,110.81185291317425,110.81185291317425,0,19786,202410,7.138728324,1.6186962170848278,83,80,96.38554217,0,0,0,0,4,3,2,1,10
SPGVA,256,292,87.67123287671232,109.2382969055757,109.74293875115445,0.2844344947807558,19786,202410,6.925764192,2.1354752041781104,56,47,83.92857142857143,0,0,0,0,2,2,2,1,7
MB 7081,221,200,110.5,107.92376663735041,108.09021440711211,0.10421077758993584,19793,202411,8.333333333,3.0495209556702063,60,54,90,0,0,0,0,3,3,1,1,8
MB 7082,187,200,93.5,105.08546623405644,105.08546623405644,0,19793,202411,6.773255814,1.7674062946023246,86,79,91.86046511627907,0,0,0,0,4,3,2,1,10
MB 7092,454,250,181.6,105.2425776530104,105.24913603748432,0.006558384,19793,202411,7.343283582,2.1131501733292644,145,145,100,1,0,0,0,4,3,2,1,10
MB 7093,407,450,90.44444444444444,101.87125030216471,101.93533623344933,0.064085931,19793,202411,7.343243243,2.096201305593551,60,60,100,0,0,0,0,4,3,2,1,10
MB 7094,480,450,106.66666666666667,104.34506151093865,104.4702584490401,0.12519693810145327,19793,202411,8.228643216,2.895403057,69,67,97.10144927536231,0,0,0,0,3,3,1,1,8
MBW Cimarron,340,399,85.21303258145363,106.10325913058828,107.07476092690978,0.94576664939906685,19793,202411,6.910891089,0.7674861711492108,135,125,92.59259259,0,0,0,0,0,3,2,1,6
MBW Cyclone,244,403,60.545905707196034,104.9242081188515,104.9909489386486,0.055683169,19793,202411,7.746543779,4.3764203555944645,30,25,83.33333333333334,0,0,0,0,4,2,2,1,9
MBW Yuma,155,203,76.35467980295566,105.93099740960352,105.93099740960352,0,19793,202411,7.174193548,1.6082110214671756,76,72,94.73684210526315,0,0,0,0,4,3,2,1,10
Skyline Boar Stud,245,200,122.50000000000001,105.17165329358743,105.23809753834546,0.17725145485646887,19793,202411,7.016326531,1.402478330210943,24,9,37.5,0,0,0,0,3,0,2,1,6
SPGNC,184,220,83.63636363636363,110.3492822117953,110.3492822117953,0,19793,202411,7.125,1.7313337506937796,57,55,96.49122807017544,0,0,0,0,4,3,2,1,10
SPGVA,256,292,87.67123287671232,112.10897818348357,112.13623650490105,0.24036369551586867,19793,202411,7.247706422,1.2268573866001466,67,58,86.56716417910447,0,0,0,0,2,2,2,1,7
MB 7081,219,200,109.5,108.0437105591067,108.47300510193885,0.3157202686961755,19800,202412,8.762195122,3.2139702811054147,60,54,90,0,0,0,0,1,3,1,1,6
MB 7082,185,200,92.5,104.18426202133985,104.18426202133985,0,19800,202412,7,1.5867095067540022,86,79,91.86046511627907,0,0,0,0,4,3,2,1,10
MB 7092,452,250,180.8,105.10586151649524,105.11360123953801,0.007739723,19800,202412,7.33492823,1.3616096834586868,86,86,100,1,0,0,1,4,3,2,0,9
MB 7093,486,450,108,103.37382302365172,103.37382302365172,0,19800,202412,7.851265823,1.966391823951778,60,60,100,0,0,0,0,4,3,2,1,10
MB 7094,476,450,105.77777777777777,104.5725999980383,104.59866834459442,0.026068346556115785,19800,202412,8.436868687,3.032073993440884,69,67,97.10144927536231,0,0,0,0,4,3,1,1,9
MBW Cimarron,371,399,92.98245614035088,105.86510308430655,105.92890612255405,0.062030732,19800,202412,10.74598071,4.848988080628597,99,90,90.90909091,0,0,0,0,4,3,0,1,8
MBW Cyclone,244,403,60.545905707196034,104.47621491200977,104.48315774761522,0.005838294,19800,202412,8.710638298,6.409235925318263,30,25,83.33333333333334,0,0,0,0,4,2,1,1,8
MBW Yuma,154,203,75.86206896551724,105.33112658081768,105.33112658081768,0,19800,202412,6.803921569,1.3671850812672104,76,72,94.73684210526315,0,0,0,0,4,3,2,1,10
Skyline Boar Stud,243,200,121.50000000000001,105.78228926106382,105.78228926106382,0.033333333,19800,202412,7.196721311,1.6057476202552736,24,9,37.5,0,0,0,0,4,0,2,1,7
SPGNC,184,220,83.63636363636363,111.63886974715922,111.63886974715922,0,19800,202412,7.248484848,1.5476420325932996,57,55,96.49122807017544,0,0,0,0,4,3,2,1,10
SPGVA,254,292,86.98630136986301,110.73470254488258,111.01743438285976,1.3920976207692184,19800,202412,7.398373984,1.8482858573785867,91,82,90.10989010989012,0,0,0,0,0,3,2,1,6
MB 7081,218,200,109.00000000000001,108.44163677292282,108.69550774974296,0.16640282514261184,19807,202413,8.631578947,3.6588245249020575,85,77,90.58823529411765,0,0,0,0,3,3,1,1,8
MB 7082,184,200,92,104.41131685570434,104.41131685570434,0,19807,202413,7.305882353,1.3805369799252667,51,47,92.15686274509804,0,0,0,0,4,3,2,1,10
MB 7092,450,250,180,105.42598743004368,105.4266024384497,6.150084060294603e-4,19807,202413,7.148780488,1.196903492875046,86,86,100,1,0,0,0,4,3,2,1,10
MB 7093,484,450,107.55555555555556,104.81001596093456,105.0015936894389,0.19157772850434185,19807,202413,7.919512195,3.4522038255159777,60,60,100,0,0,0,0,3,3,2,1,9
MB 7094,472,450,104.8888888888889,103.95514203500754,103.98816132770713,0.033019293,19807,202413,8.228205128,3.155233846515138,69,67,97.10144927536231,0,0,0,0,4,3,1,1,9
MBW Cimarron,367,399,91.97994987468672,105.66042191906176,105.68779326130165,0.076611027,19807,202413,7.107023411,1.995443846302213,99,90,90.90909091,0,0,0,0,4,3,2,1,10
MBW Cyclone,244,403,60.545905707196034,104.65816557408995,104.6781341818058,0.063997477,19807,202413,7.966507177,1.5329169501803304,30,25,83.33333333333334,0,0,0,0,4,2,2,1,9
MBW Yuma,146,203,71.92118226600985,105.14139772290103,105.14139772290103,0,19807,202413,6.965277778,0.7701892823790336,76,72,94.73684210526315,0,0,0,0,4,3,2,1,10
Skyline Boar Stud,240,200,120,104.60776889095843,104.60776889095843,0.18666666666666668,19807,202413,6.985221675,1.1624395332398005,24,9,37.5,0,0,0,0,3,0,2,1,6
SPGNC,184,220,83.63636363636363,111.56494310987088,111.56494310987088,0,19807,202413,7.257309942,1.681523053615906,86,81,94.18604651162791,0,0,0,0,4,3,2,1,10
SPGVA,253,292,86.64383561643835,110.27331623250564,110.27484678842482,0.008685689,19807,202413,6.798353909,0.8457949988121499,91,82,90.10989010989012,0,0,0,0,4,3,2,1,10
MB 7081,218,200,109.00000000000001,108.5792783065249,108.70619508745727,0.087734402,19814,202414,8.803370787,3.447850372249967,85,77,90.58823529411765,0,0,0,0,4,3,1,1,9
MB 7082,176,200,88,105.3988112,105.3988112,0,19814,202414,7.436363636,1.3265162014901908,51,47,92.15686274509804,0,0,0,0,4,3,2,1,10
MB 7092,445,250,178,104.13218323440452,104.13685768080055,0.004674446,19814,202414,6.770833333,1.1783882134293322,86,86,100,0,0,0,0,4,3,2,1,10
MB 7093,484,450,107.55555555555556,105.25585321200673,105.25801319291224,0.002159981,19814,202414,8.19239905,2.8799039653960437,140,140,100,0,0,0,0,4,3,1,1,9
MB 7094,470,450,104.44444444444446,103.6249981049483,103.63779348022025,0.012795375271949183,19814,202414,7.924281984,2.838038265732792,69,67,97.10144927536231,0,0,0,0,4,3,2,1,10
MBW Cimarron,321,399,80.45112781954887,105.91904258993179,105.92062341304208,0.065852841,19814,202414,7.303754266,1.2078026440935372,133,109,81.95488721804512,0,0,3,3,4,2,2,0,8
MBW Cyclone,310,403,76.92307692307693,106.3043648555737,106.50887990245629,0.17490200841995332,19814,202414,6.740740741,1.4008121009615075,30,25,83.33333333333334,0,0,0,0,3,2,2,1,8
MBW Yuma,144,203,70.93596059113301,105.45930480283681,105.45930480283681,0,19814,202414,7.166666667,1.0577717706958902,76,72,94.73684210526315,0,0,0,0,4,3,2,1,10
Skyline Boar Stud,238,200,119,105.0922251,105.0922251,0,19814,202414,8.7375,9.201705886,24,9,37.5,0,0,0,0,4,0,1,1,6
SPGNC,184,220,83.63636363636363,111.9636013049714,111.9636013049714,0,19814,202414,7.264044944,1.345824023806005,86,81,94.18604651162791,0,0,0,0,4,3,2,1,10
SPGVA,260,292,89.04109589041096,110.3415239051023,110.37093400683027,0.013125169366197715,19814,202414,7.047619048,1.1439957872990356,63,57,90.47619047619048,3,0,0,3,4,3,2,0,9
MB 7081,218,200,109.00000000000001,108.5792783065249,108.70619508745727,0.087734402,19814,202414,8.803370787,3.447850372249967,85,77,90.58823529411765,0,0,0,0,4,3,1,1,9
MB 7082,176,200,88,105.3988112,105.3988112,0,19814,202414,7.436363636,1.3265162014901908,51,47,92.15686274509804,0,0,0,0,4,3,2,1,10
MB 7092,445,250,178,104.13218323440452,104.13685768080055,0.004674446,19814,202414,6.770833333,1.1783882134293322,86,86,100,0,0,0,0,4,3,2,1,10
MB 7093,484,450,107.55555555555556,105.25585321200673,105.25801319291224,0.002159981,19814,202414,8.19239905,2.8799039653960437,140,140,100,0,0,0,0,4,3,1,1,9
MB 7094,470,450,104.44444444444446,103.6249981049483,103.63779348022025,0.012795375271949183,19814,202414,7.924281984,2.838038265732792,69,67,97.10144927536231,0,0,0,0,4,3,2,1,10
MBW Cimarron,321,399,80.45112781954887,105.91904258993179,105.92062341304208,0.065852841,19814,202414,7.303754266,1.2078026440935372,133,109,81.95488721804512,0,0,4,4,4,2,2,0,8
MBW Cyclone,310,403,76.92307692307693,106.3043648555737,106.50887990245629,0.17490200841995332,19814,202414,6.740740741,1.4008121009615075,30,25,83.33333333333334,0,0,0,0,3,2,2,1,8
MBW Yuma,144,203,70.93596059113301,105.45930480283681,105.45930480283681,0,19814,202414,7.166666667,1.0577717706958902,76,72,94.73684210526315,0,0,0,0,4,3,2,1,10
Skyline Boar Stud,238,200,119,105.0922251,105.0922251,0,19814,202414,8.7375,9.201705886,24,9,37.5,0,0,0,0,4,0,1,1,6
SPGNC,184,220,83.63636363636363,111.9636013049714,111.9636013049714,0,19814,202414,7.264044944,1.345824023806005,86,81,94.18604651162791,0,0,0,0,4,3,2,1,10
SPGVA,260,292,89.04109589041096,110.3415239051023,110.37093400683027,0.013125169366197715,19814,202414,7.047619048,1.1439957872990356,63,57,90.47619047619048,3,0,0,3,4,3,2,0,9
MB 7081,218,200,109.00000000000001,108.5749069653986,108.68046415376419,0.069420493,19821,202415,8.586826347,3.347801848474762,85,77,90.58823529411765,0,0,0,0,4,3,1,1,9
MB 7082,176,200,88,104.5365865231854,104.5365865231854,0,19821,202415,6.672839506,1.1191736465358608,51,47,92.15686274509804,0,0,0,0,4,3,2,1,10
MB 7092,441,250,176.4,104.70286123980308,104.70486407702612,0.002002837,19821,202415,7.373096447,1.9103007385733686,86,86,100,0,0,0,0,4,3,2,1,10
MB 7093,482,450,107.11111111111111,104.80615518183629,104.85458942691348,0.048434245077189075,19821,202415,7.629707113,1.8482572441795238,80,80,100,0,0,0,0,4,3,2,1,10
MB 7094,468,450,104,104.05370917906555,104.10560977220096,0.051900593,19821,202415,8.506459948,2.8588259167176253,69,67,97.10144927536231,0,0,0,0,4,3,1,1,9
MBW Cimarron,321,399,80.45112781954887,105.82768001372072,105.82811361909549,0.025111581,19821,202415,6.675324675,1.2549997307609242,133,109,81.95488721804512,0,0,0,0,4,2,2,1,9
MBW Cyclone,277,403,68.73449131513648,106.4375708301095,106.4375708301095,0,19821,202415,7.160583942,1.3626819958690748,68,67,98.52941176470588,0,0,0,0,4,3,2,1,10
MBW Yuma,141,203,69.45812807881774,105.3149403731601,105.3149403731601,0,19821,202415,7.156028369,1.2263982570534535,76,72,94.73684210526315,0,0,0,0,4,3,2,1,10
Skyline Boar Stud,237,200,118.5,104.03997580081813,104.03997580081813,0,19821,202415,6.924369748,1.5270260878047315,24,9,37.5,0,0,0,0,4,0,2,1,7
SPGNC,184,220,83.63636363636363,113.19069934411402,113.19069934411402,0,19821,202415,7.357575758,1.4183102070108502,86,81,94.18604651162791,0,0,0,0,4,3,2,1,10
SPGVA,260,292,89.04109589041096,110.47078463387383,110.57158451675544,0.10355549978488436,19821,202415,6.782786885,1.5308725623420854,63,57,90.47619047619048,3,0,0,3,3,3,2,0,8
MB 7081,213,200,106.5,108.31518782577197,108.31518782577197,0,19828,202416,8.583333333,3.1744104524194894,53,48,90.56603773584906,0,0,0,0,4,3,1,1,9
MB 7082,176,200,88,108.70313207075928,110.67136099572767,1.6289969243965465,19828,202416,7.151515152,0.9804618102227955,73,68,93.15068493150685,0,0,0,0,0,3,2,1,6
MB 7092,407,250,162.79999999999998,104.54546945290812,104.58930127782266,0.043831825,19828,202416,7.350649351,1.1452600887989028,86,86,100,1,0,0,0,4,3,2,1,10
MB 7093,480,450,106.66666666666667,105.64916055479407,105.69361831053007,0.044457755736004856,19828,202416,7.731308411,1.1121012742723655,80,80,100,0,0,0,0,4,3,2,1,10
MB 7094,467,450,103.77777777777777,103.78100453020497,103.79672451522504,0.015719985,19828,202416,8.177419355,2.556261970733948,69,67,97.10144927536231,0,0,0,0,4,3,1,1,9
MBW Cimarron,321,399,80.45112781954887,105.74072818041095,105.74072818041095,0.012422360248447381,19828,202416,7.390322581,1.5451887618813605,133,109,81.95488721804512,0,0,0,0,4,2,2,1,9
MBW Cyclone,276,403,68.48635236,105.2850540217847,107.48655579818215,2.083795135824323,19828,202416,6.572864322,0.9284870590762903,68,67,98.52941176470588,0,0,0,0,0,3,2,1,6
MBW Yuma,141,203,69.45812807881774,104.40878862879023,104.40878862879023,0,19828,202416,6.723404255,1.2136508263365857,76,72,94.73684210526315,0,0,0,0,4,3,2,1,10
Skyline Boar Stud,237,200,118.5,104.8817061017713,104.88663170416945,0.004167817,19828,202416,7.274261603,0.7843084932790296,24,9,37.5,0,0,0,0,4,0,2,1,7
SPGNC,184,220,83.63636363636363,113.61307934252054,113.61307934252054,0,19828,202416,7.364864865,1.4575566576245658,58,55,94.82758620689656,0,0,0,0,4,3,2,1,10
SPGVA,260,292,89.04109589041096,109.89725178065706,109.89725178065706,0,19828,202416,7.120171674,1.2605335370339308,92,86,93.47826086956522,3,0,0,3,4,3,2,0,9
MB 7081,213,200,106.5,108.23972360593703,108.2430207178511,0.210862795107354,19835,202417,8.13872832369942,3.006456734158588,53,48,90.56603773584906,0,0,0,0,2,3,1,1,7
MB 7082,175,200,87.5,105.20858235031396,105.20858235031396,0.03448275862069431,19835,202417,6.62345679012346,0.9781172947150503,73,68,93.15068493150685,0,0,0,0,4,3,2,1,10
MB 7092,401,250,160.4,104.04919051934841,104.0586447903491,0.00945427100069196,19835,202417,7.19072164948454,1.2938800470165526,86,86,100,0,0,0,0,4,3,2,1,10
MB 7093,479,450,106.44444444444446,104.43966812904718,104.43966812904718,0,19835,202417,7.18559556786704,1.891916354265129,80,80,100,0,0,0,0,4,3,2,1,10
MB 7094,465,450,103.33333333333334,103.47980396193776,104.36619766581377,0.8863937038760099,19835,202417,8.29350649350649,3.379562412438495,69,67,97.10144927536231,0,0,0,0,0,3,1,1,5
MBW Cimarron,318,399,79.69924812030075,105.25840011943383,105.30725507086723,0.04706757516144464,19835,202417,6.69811320754717,1.2580785261837184,133,109,81.95488721804512,0,0,0,0,4,2,2,1,9
MBW Cyclone,275,403,68.23821339950372,106.63623102416926,106.63679303097096,4.625127746055514e-4,19835,202417,9.4375,4.502126393874417,68,67,98.52941176470588,0,0,0,0,4,3,0,1,8
MBW Yuma,166,203,81.77339901477832,105.60480805572634,105.80029185014378,0.19548379441744146,19835,202417,7.01652892561984,1.2779115193313149,76,72,94.73684210526315,1,0,0,1,3,3,2,0,8
Skyline Boar Stud,235,200,117.5,104.5070800510352,104.5070800510352,0,19835,202417,6.92735042735043,0.8383638194966541,24,9,37.5,0,0,0,0,4,0,2,1,7
SPGNC,184,220,83.63636363636363,114.61265232658872,114.61265232658872,0,19835,202417,6.82269503546099,1.7083144907157648,58,55,94.82758620689656,0,0,0,0,4,3,2,1,10
SPGVA,260,292,89.04109589041096,111.44442248294031,111.44442248294031,0.007751937984508242,19835,202417,7.496,2.752505977582339,92,86,93.47826086956522,3,0,0,3,4,3,2,0,9
