Boar Stud,Yearweek,Sample Leaked,Form Incorrect,Tube Missing,Number Incorrect,Sample ID incorrect,Sample Quality,Total,Submissions
SPG NC,202411,0,0,0,0,0,0,0,3
SPG VA,202411,0,0,0,0,0,0,0,3
Deercroft,202411,0,0,0,0,0,0,0,3
Laurel Hill,202411,0,0,0,0,0,0,0,3
Askin,202411,0,0,0,0,0,0,0,6
Williamston,202411,0,0,0,0,0,0,0,6
Robersonville,202411,0,0,0,0,0,0,0,6
Cimarron,202411,0,0,0,0,0,0,0,4
Cyclone,202411,0,0,0,0,0,0,0,3
Skyline,202411,0,0,0,0,0,0,0,3
Yuma,202411,0,0,0,0,0,0,0,2
SPG NC,202410,0,0,0,0,0,0,0,3
SPG VA,202410,0,0,0,0,0,0,0,3
Deercroft,202410,0,1,0,0,0,0,1,3
Laurel Hill,202410,0,0,0,0,0,0,0,3
Askin,202410,0,0,0,0,0,0,0,6
Williamston,202410,0,0,0,0,0,0,0,6
Robersonville,202410,0,0,0,0,0,0,0,6
Cimarron,202410,0,0,0,0,0,0,0,4
Cyclone,202410,0,1,0,0,0,0,1,3
Skyline,202410,0,0,0,0,0,0,0,4
Yuma,202410,0,0,0,0,0,0,0,2
SPG NC,202409,0,0,0,0,0,0,0,3
SPG VA,202409,0,0,0,0,0,0,0,3
Deercroft,202409,0,0,0,0,0,0,0,3
Laurel Hill,202409,0,0,0,0,0,0,0,3
Askin,202409,0,0,0,0,0,0,0,6
Williamston,202409,0,0,0,0,0,0,0,6
Robersonville,202409,0,0,0,0,0,0,0,6
Cimarron,202409,0,0,0,0,0,0,0,4
Cyclone,202409,0,0,0,0,0,0,0,3
Skyline,202409,0,0,0,0,0,0,0,4
Yuma,202409,0,0,0,0,0,0,0,2
SPG NC,202408,0,0,0,0,0,0,0,3
SPG VA,202408,0,0,0,0,0,0,0,3
Deercroft,202408,0,0,0,0,0,0,0,3
Laurel Hill,202408,1,0,0,0,0,0,1,3
Askin,202408,0,0,0,0,0,0,0,6
Williamston,202408,0,0,0,0,0,0,0,6
Robersonville,202408,0,0,1,0,0,0,1,6
Cimarron,202408,0,0,0,0,0,0,0,4
Cyclone,202408,0,0,0,0,0,0,0,3
Skyline,202408,0,0,0,0,0,0,0,4
Yuma,202408,0,0,0,0,0,0,0,2
SPG NC,202407,0,0,0,0,0,0,0,3
SPG VA,202407,0,0,0,0,0,0,0,3
Deercroft,202407,0,0,0,0,0,0,0,3
Laurel Hill,202407,0,0,0,0,0,0,0,3
Askin,202407,0,0,0,0,0,0,0,6
Williamston,202407,0,0,0,0,0,0,0,6
Robersonville,202407,0,0,0,0,0,0,0,6
Cimarron,202407,0,0,0,0,0,0,0,4
Cyclone,202407,0,0,0,0,0,0,0,3
Skyline,202407,0,0,0,0,0,0,0,3
Yuma,202407,0,0,0,0,0,0,0,2
SPG NC,202406,0,0,0,0,0,0,0,3
SPG VA,202406,0,0,0,0,0,0,0,3
Deercroft,202406,0,0,0,0,0,0,0,3
Laurel Hill,202406,0,0,0,0,0,0,0,3
Askin,202406,0,0,0,0,0,0,0,6
Williamston,202406,0,0,0,0,0,0,0,6
Robersonville,202406,0,0,0,0,0,0,0,6
Cimarron,202406,0,0,0,0,0,0,0,4
Cyclone,202406,0,0,0,0,0,0,0,3
Skyline,202406,0,0,0,0,0,0,0,3
Yuma,202406,0,0,0,0,0,0,0,2
SPG NC,202405,0,1,1,0,0,0,2,3
SPG VA,202405,0,0,0,0,0,0,0,3
Deercroft,202405,0,0,0,0,0,0,0,3
Laurel Hill,202405,0,0,0,0,0,0,0,3
Askin,202405,0,0,0,0,0,0,0,6
Williamston,202405,0,1,0,0,0,0,1,6
Robersonville,202405,0,0,0,0,0,0,0,6
Cimarron,202405,0,0,0,0,0,0,0,4
Cyclone,202405,0,0,0,0,0,0,0,3
Skyline,202405,0,0,0,0,0,1,1,4
Yuma,202405,0,0,0,0,0,0,0,2
SPG NC,202404,0,0,0,0,0,0,0,3
SPG VA,202404,0,0,0,0,0,0,0,3
Deercroft,202404,0,0,0,0,0,0,0,3
Laurel Hill,202404,0,0,0,0,0,0,0,3
Askin,202404,0,0,0,0,0,0,0,6
Williamston,202404,0,0,1,0,0,0,1,6
Robersonville,202404,0,0,0,0,0,0,0,6
Cimarron,202404,0,0,0,0,0,0,0,4
Cyclone,202404,0,0,0,0,0,0,0,3
Skyline,202404,0,0,0,0,0,0,0,3
Yuma,202404,0,0,0,0,0,0,0,2
SPG NC,202403,0,1,0,0,0,0,1,3
SPG VA,202403,0,0,0,0,0,0,0,3
Deercroft,202403,0,0,0,0,0,0,0,3
Laurel Hill,202403,0,0,0,0,0,0,0,3
Askin,202403,0,0,0,0,0,0,0,6
Williamston,202403,0,0,0,0,0,1,1,6
Robersonville,202403,0,0,0,0,0,0,0,6
Cimarron,202403,0,0,0,0,0,0,0,4
Cyclone,202403,0,0,0,0,0,0,0,3
Skyline,202403,0,0,0,0,0,0,0,3
Yuma,202403,0,0,0,0,0,0,0,2
SPG NC,202402,0,0,0,0,0,0,0,3
SPG VA,202402,0,0,0,0,0,1,1,3
Deercroft,202402,0,0,0,0,0,0,0,3
Laurel Hill,202402,0,0,0,0,0,0,0,3
Askin,202402,0,0,0,0,0,0,0,6
Williamston,202402,0,0,0,0,0,0,0,6
Robersonville,202402,0,0,0,0,0,0,0,6
Cimarron,202402,0,0,0,0,0,0,0,4
Cyclone,202402,0,0,0,0,0,0,0,3
Skyline,202402,0,0,0,0,0,0,0,3
Yuma,202402,0,0,0,0,0,0,0,2
SPG NC,202401,0,0,0,0,0,0,0,3
SPG VA,202401,0,0,0,0,0,0,0,3
Deercroft,202401,0,0,0,0,0,0,0,3
Laurel Hill,202401,0,0,0,0,0,0,0,3
Askin,202401,0,0,0,0,0,0,0,6
Williamston,202401,0,0,0,0,0,0,0,6
Robersonville,202401,0,0,1,0,0,0,1,6
Cimarron,202401,0,0,0,0,0,0,0,2
Cyclone,202401,0,0,0,0,0,0,0,3
Skyline,202401,0,0,0,0,0,0,0,3
Yuma,202401,0,0,0,0,0,0,0,2
SPG NC,202352,0,0,0,0,0,0,0,3
SPG VA,202352,0,0,0,0,0,0,0,3
Deercroft,202352,0,0,0,0,0,0,0,3
Laurel Hill,202352,0,0,0,0,0,0,0,3
Askin,202352,0,0,0,0,0,0,0,6
Williamston,202352,0,0,0,0,0,0,0,6
Robersonville,202352,0,0,0,0,0,0,0,6
Cimarron,202352,0,0,0,0,0,0,0,4
Cyclone,202352,0,0,0,0,0,0,0,4
Skyline,202352,0,0,0,0,0,0,0,3
Yuma,202352,0,0,0,0,0,0,0,2
SPG NC,202351,0,0,0,0,0,0,0,3
SPG VA,202351,0,0,0,0,0,0,0,3
Deercroft,202351,0,0,0,0,0,0,0,3
Laurel Hill,202351,0,0,0,0,0,0,0,3
Askin,202351,0,0,0,0,0,0,0,6
Williamston,202351,0,0,0,0,0,0,0,6
Robersonville,202351,0,0,0,0,0,0,0,6
Cimarron,202351,0,0,0,0,0,0,0,4
Cyclone,202351,0,0,0,0,0,0,0,4
Skyline,202351,0,0,0,0,0,0,0,3
Yuma,202351,0,0,0,0,0,0,0,2
SPG NC,202350,0,0,0,0,0,0,0,3
SPG VA,202350,0,0,0,0,0,0,0,3
Deercroft,202350,0,0,0,0,0,0,0,3
Laurel Hill,202350,0,0,0,0,0,0,0,3
Askin,202350,0,0,0,0,0,0,0,6
Williamston,202350,0,0,0,0,0,0,0,6
Robersonville,202350,0,0,0,0,0,0,0,6
Cimarron,202350,0,0,0,0,0,0,0,4
Cyclone,202350,0,0,0,0,0,0,0,3
Skyline,202350,0,0,0,0,0,0,0,3
Yuma,202350,0,0,0,0,0,0,0,2
SPG NC,202349,0,0,0,0,0,0,0,3
SPG VA,202349,0,0,0,0,0,0,0,3
Deercroft,202349,0,0,0,0,0,0,0,3
Laurel Hill,202349,0,0,0,0,0,0,0,3
Askin,202349,0,0,0,0,0,0,0,6
Williamston,202349,0,0,0,0,0,0,0,6
Robersonville,202349,0,0,0,0,0,0,0,6
Cimarron,202349,0,0,0,0,0,0,0,4
Cyclone,202349,0,0,0,0,0,0,0,4
Skyline,202349,0,0,0,0,0,0,0,3
Yuma,202349,0,0,0,0,0,0,0,2
SPG NC,202348,0,0,0,0,0,0,0,3
SPG VA,202348,0,0,0,0,0,0,0,3
Deercroft,202348,0,0,0,0,0,0,0,3
Laurel Hill,202348,0,0,0,0,0,0,0,3
Askin,202348,0,0,0,0,0,0,0,6
Williamston,202348,0,0,0,0,0,0,0,6
Robersonville,202348,0,0,0,0,0,0,0,6
Cimarron,202348,0,0,0,0,0,0,0,4
Cyclone,202348,0,0,0,0,0,0,0,3
Skyline,202348,0,0,0,0,0,0,0,4
Yuma,202348,0,0,0,0,0,0,0,2
SPG NC,202347,0,0,0,0,0,0,0,3
SPG VA,202347,0,0,0,0,0,0,0,3
Deercroft,202347,0,0,0,0,0,0,0,3
Laurel Hill,202347,0,0,0,0,0,0,0,3
Askin,202347,0,0,0,0,0,0,0,6
Williamston,202347,0,0,0,0,0,0,0,6
Robersonville,202347,0,0,0,0,0,0,0,6
Cimarron,202347,0,0,0,0,0,0,0,3
Cyclone,202347,0,0,0,0,0,0,0,2
Skyline,202347,0,0,0,0,0,0,0,3
Yuma,202347,0,0,0,0,0,0,0,2
SPG NC,202346,0,0,0,0,0,0,0,3
SPG VA,202346,0,0,0,0,0,0,0,3
Deercroft,202346,0,0,0,0,0,0,0,3
Laurel Hill,202346,0,0,1,0,0,0,1,3
Askin,202346,0,0,0,0,0,0,0,6
Williamston,202346,0,0,0,0,0,0,0,6
Robersonville,202346,0,0,0,0,0,0,0,6
Cimarron,202346,0,0,0,0,0,0,0,4
Cyclone,202346,0,0,0,0,0,0,0,3
Skyline,202346,0,0,0,0,0,0,0,4
Yuma,202346,0,0,0,0,0,0,0,2
SPG NC,202345,0,0,0,0,0,0,0,3
SPG VA,202345,0,0,0,0,0,0,0,3
Deercroft,202345,0,0,0,0,0,0,0,3
Laurel Hill,202345,0,0,0,0,0,0,0,3
Askin,202345,0,0,0,0,0,0,0,6
Williamston,202345,0,0,0,0,0,0,0,6
Robersonville,202345,0,0,0,0,0,0,0,6
Cimarron,202345,0,0,0,0,0,0,0,5
Cyclone,202345,0,0,0,0,0,0,0,3
Skyline,202345,0,0,0,0,0,0,0,3
Yuma,202345,0,0,0,0,0,0,0,2
SPG NC,202344,0,0,0,0,0,0,0,3
SPG VA,202344,0,0,0,0,0,0,0,3
Deercroft,202344,0,0,0,0,0,0,0,3
Laurel Hill,202344,0,0,0,0,0,0,0,3
Askin,202344,0,0,0,0,0,0,0,6
Williamston,202344,0,0,0,0,0,0,0,6
Robersonville,202344,0,0,0,0,0,0,0,6
Cimarron,202344,0,0,0,0,0,0,0,4
Cyclone,202344,0,0,0,0,0,0,0,3
Skyline,202344,0,1,0,0,0,0,1,3
Yuma,202344,0,0,0,0,0,0,0,2
SPG NC,202343,0,0,0,0,0,0,0,3
SPG VA,202343,0,0,0,0,0,0,0,3
Deercroft,202343,0,0,0,0,0,0,0,3
Laurel Hill,202343,0,0,0,0,0,0,0,3
Askin,202343,0,0,0,0,0,0,0,6
Williamston,202343,0,0,0,0,0,0,0,6
Robersonville,202343,0,0,0,0,0,0,0,6
Cimarron,202343,0,0,0,0,0,0,0,4
Cyclone,202343,0,0,0,0,0,0,0,3
Skyline,202343,0,0,0,0,0,0,0,3
Yuma,202343,0,0,0,0,0,0,0,2
SPG NC,202342,0,0,0,0,0,0,0,3
SPG VA,202342,0,0,0,0,0,0,0,3
Deercroft,202342,0,0,0,0,0,0,0,3
Laurel Hill,202342,0,0,0,0,0,0,0,3
Askin,202342,0,0,0,0,0,0,0,6
Williamston,202342,0,0,0,0,0,0,0,6
Robersonville,202342,0,0,0,0,0,0,0,6
Cimarron,202342,0,0,0,0,0,0,0,4
Cyclone,202342,0,0,0,0,0,0,0,3
Skyline,202342,0,0,0,0,0,0,0,3
Yuma,202342,0,0,0,0,0,0,0,2
SPG NC,202341,0,0,0,0,0,0,0,3
SPG VA,202341,0,0,0,0,0,0,0,3
Deercroft,202341,0,0,0,0,0,0,0,3
Laurel Hill,202341,0,0,0,0,0,0,0,3
Askin,202341,0,0,0,0,0,0,0,6
Williamston,202341,0,0,0,0,0,0,0,6
Robersonville,202341,0,0,0,0,0,0,0,6
Cimarron,202341,0,0,0,0,0,0,0,4
Cyclone,202341,0,0,0,0,0,0,0,3
Skyline,202341,0,0,0,0,0,0,0,3
Yuma,202341,0,0,0,0,0,0,0,2
SPG NC,202340,0,0,0,0,0,0,0,3
SPG VA,202340,0,0,0,0,0,0,0,3
Deercroft,202340,0,0,0,0,0,0,0,3
Laurel Hill,202340,0,0,0,0,0,0,0,3
Askin,202340,0,0,0,0,0,0,0,6
Williamston,202340,0,0,0,0,0,0,0,6
Robersonville,202340,0,0,0,0,0,0,0,6
Cimarron,202340,0,0,0,0,0,0,0,4
Cyclone,202340,0,0,0,0,0,0,0,2
Skyline,202340,0,0,0,0,0,0,0,3
Yuma,202340,0,0,0,0,0,0,0,2
SPG NC,202339,0,0,0,0,0,0,0,3
SPG VA,202339,0,0,0,0,0,0,0,3
Deercroft,202339,0,0,0,0,0,0,0,3
Laurel Hill,202339,0,0,0,0,0,0,0,3
Askin,202339,0,0,0,0,0,0,0,6
Williamston,202339,0,0,0,0,0,0,0,6
Robersonville,202339,0,0,0,0,0,0,0,6
Cimarron,202339,0,0,0,0,0,0,0,4
Cyclone,202339,0,0,0,0,0,0,0,3
Skyline,202339,0,0,0,0,0,0,0,3
Yuma,202339,0,0,0,0,0,0,0,2
SPG NC,202338,0,0,0,0,0,0,0,3
SPG VA,202338,0,0,0,0,0,0,0,3
Deercroft,202338,0,0,0,0,0,0,0,3
Laurel Hill,202338,0,0,0,0,0,0,0,3
Askin,202338,0,0,0,0,0,0,0,6
Williamston,202338,0,0,0,0,0,0,0,6
Robersonville,202338,0,0,0,0,0,0,0,6
Cimarron,202338,0,0,0,0,0,0,0,4
Cyclone,202338,0,0,0,0,0,0,0,3
Skyline,202338,0,0,0,0,1,0,1,3
Yuma,202338,0,0,0,0,0,0,0,2
SPG NC,202337,0,0,0,0,0,0,0,3
SPG VA,202337,0,0,0,0,0,0,0,3
Deercroft,202337,0,0,0,0,0,0,0,3
Laurel Hill,202337,0,0,0,0,0,0,0,3
Askin,202337,0,0,0,0,0,0,0,6
Williamston,202337,0,0,0,0,0,0,0,6
Robersonville,202337,0,0,0,0,0,0,0,6
Macon Bacon,202337,0,0,0,0,0,0,0,3
Cimarron,202337,0,0,0,0,0,0,0,4
Cyclone,202337,0,0,0,0,0,0,0,4
Skyline,202337,0,0,0,0,0,0,0,3
Yuma,202337,0,0,0,0,0,0,0,2
SPG NC,202336,0,0,0,0,0,0,0,3
SPG VA,202336,0,0,0,0,0,0,0,3
Deercroft,202336,0,0,0,0,0,0,0,3
Laurel Hill,202336,0,0,0,0,0,0,0,3
Askin,202336,0,0,0,0,0,0,0,6
Williamston,202336,0,0,0,0,0,0,0,6
Robersonville,202336,0,0,0,0,0,0,0,6
Macon Bacon,202336,0,0,0,0,0,0,0,3
Cimarron,202336,0,0,0,0,0,0,0,3
Cyclone,202336,0,1,0,0,0,0,0,4
Skyline,202336,0,0,0,0,0,0,0,3
Yuma,202336,0,0,0,0,0,0,0,2
SPG NC,202335,0,0,0,0,0,0,0,3
SPG VA,202335,0,0,0,0,0,0,0,3
Deercroft,202335,0,0,0,0,0,0,0,3
Laurel Hill,202335,0,0,0,0,0,0,0,3
Askin,202335,0,0,0,0,0,0,0,6
Williamston,202335,0,0,0,0,0,0,0,6
Robersonville,202335,0,0,0,0,0,0,0,6
Macon Bacon,202335,0,0,0,0,0,0,0,3
Cimarron,202335,0,0,0,0,0,0,0,4
Cyclone,202335,0,0,0,0,0,0,0,3
Skyline,202335,0,0,0,0,0,0,0,3
Yuma,202335,0,0,0,0,0,0,0,2
SPG NC,202334,0,0,0,0,0,0,0,3
SPG VA,202334,0,0,0,0,0,0,0,3
Deercroft,202334,0,0,0,0,0,0,0,3
Laurel Hill,202334,0,0,0,0,0,0,0,3
Askin,202334,0,0,0,0,0,0,0,6
Williamston,202334,0,0,0,0,0,0,0,6
Robersonville,202334,0,0,0,0,0,0,0,6
Macon Bacon,202334,0,0,0,0,0,0,0,3
Cimarron,202334,0,0,0,0,0,0,0,4
Cyclone,202334,0,0,0,0,0,0,0,3
Skyline,202334,0,0,0,0,0,0,0,3
Yuma,202334,0,0,0,0,0,0,0,2
SPG NC,202333,0,0,0,0,0,0,0,3
SPG VA,202333,0,0,0,0,0,0,0,3
Deercroft,202333,0,0,0,0,0,0,0,3
Laurel Hill,202333,0,0,0,0,0,0,0,3
Askin,202333,0,0,0,0,0,0,0,6
Williamston,202333,0,0,0,0,0,0,0,6
Robersonville,202333,0,0,0,0,0,0,0,6
Macon Bacon,202333,0,0,0,0,0,0,0,3
Cimarron,202333,0,0,0,0,0,0,0,4
Cyclone,202333,0,0,0,0,0,0,0,3
Skyline,202333,0,0,0,0,0,0,0,3
Yuma,202333,0,0,0,0,0,0,0,2
SPG NC,202332,0,0,0,0,0,0,0,3
SPG VA,202332,0,0,0,0,0,0,0,3
Deercroft,202332,0,0,0,0,0,0,0,3
Laurel Hill,202332,0,0,0,0,0,0,0,3
Askin,202332,0,0,0,0,0,0,0,6
Williamston,202332,0,0,0,0,0,0,0,6
Robersonville,202332,0,0,0,0,0,0,0,6
Macon Bacon,202332,0,0,0,0,0,0,0,3
Cimarron,202332,0,0,0,0,0,0,0,4
Cyclone,202332,0,0,0,0,0,0,0,3
Skyline,202332,0,0,0,0,0,0,0,3
Yuma,202332,0,0,0,0,0,0,0,2
SPG NC,202331,0,0,0,0,0,0,0,3
SPG VA,202331,0,0,0,0,0,0,0,3
Deercroft,202331,0,0,0,0,0,0,0,3
Laurel Hill,202331,0,0,0,0,0,0,0,3
Askin,202331,0,0,0,0,0,0,0,6
Williamston,202331,0,0,0,0,0,0,0,6
Robersonville,202331,0,0,0,0,0,0,0,6
Macon Bacon,202331,0,0,0,0,0,0,0,3
Cimarron,202331,0,0,0,0,0,0,0,4
Cyclone,202331,0,0,0,0,0,0,0,3
Skyline,202331,0,0,0,0,0,0,0,3
Yuma,202331,0,0,0,0,0,0,0,2
SPG NC,202330,0,0,0,0,0,0,0,3
SPG VA,202330,0,0,0,0,0,0,0,3
Deercroft,202330,0,0,0,0,0,0,0,3
Laurel Hill,202330,0,0,0,0,0,0,0,3
Askin,202330,0,0,0,0,0,0,0,6
Williamston,202330,0,0,0,0,0,0,0,6
Robersonville,202330,0,0,0,0,0,0,0,6
Macon Bacon,202330,0,0,0,0,0,0,0,3
Cimarron,202330,0,0,0,0,0,0,0,4
Cyclone,202330,0,0,0,0,0,0,0,3
Skyline,202330,0,0,0,0,0,0,0,3
Yuma,202330,0,0,0,0,0,0,0,2
SPG NC,202329,0,0,0,0,0,0,0,3
SPG VA,202329,0,0,0,0,0,0,0,3
Deercroft,202329,0,0,0,0,0,0,0,3
Laurel Hill,202329,0,0,0,0,0,0,0,3
Askin,202329,0,0,0,0,0,0,0,6
Williamston,202329,0,0,0,0,0,0,0,6
Robersonville,202329,0,0,0,0,0,0,0,6
Macon Bacon,202329,0,0,0,0,0,0,0,3
Cimarron,202329,0,0,0,0,0,0,0,4
Cyclone,202329,0,0,0,0,0,0,0,3
Skyline,202329,0,0,0,0,1,0,1,3
Yuma,202329,0,0,0,0,0,0,0,2
SPG NC,202328,0,0,0,0,0,0,0,3
SPG VA,202328,0,0,0,0,0,0,0,3
Deercroft,202328,0,0,0,0,0,0,0,3
Laurel Hill,202328,0,0,0,0,0,0,0,3
Askin,202328,0,0,0,0,0,0,0,6
Williamston,202328,0,0,0,0,0,0,0,6
Robersonville,202328,0,0,0,0,0,0,0,6
Macon Bacon,202328,0,0,0,0,0,0,0,3
Cimarron,202328,0,0,0,0,0,0,0,4
Cyclone,202328,0,0,0,0,0,0,0,3
Skyline,202328,0,0,0,0,1,0,0,3
Yuma,202328,0,0,0,0,0,0,0,2
SPG NC,202327,0,0,0,0,0,0,0,3
SPG VA,202327,0,0,0,0,0,0,0,3
Deercroft,202327,0,0,0,0,0,0,0,3
Laurel Hill,202327,0,0,0,0,0,0,0,3
Askin,202327,0,0,0,0,0,0,0,6
Williamston,202327,0,0,0,0,0,0,0,6
Robersonville,202327,0,0,0,0,0,0,0,6
Macon Bacon,202327,0,0,0,0,0,0,0,3
Cimarron,202327,0,0,0,0,0,0,0,3
Cyclone,202327,0,0,0,0,0,0,0,3
Skyline,202327,0,0,0,0,0,0,0,2
Yuma,202327,0,0,0,0,0,0,0,2
SPG NC,202326,0,0,0,0,0,0,0,3
SPG VA,202326,0,0,0,0,0,0,0,3
Deercroft,202326,0,0,0,0,0,0,0,3
Laurel Hill,202326,0,0,0,0,0,0,0,3
Askin,202326,0,0,0,0,0,0,0,6
Williamston,202326,0,0,0,0,0,0,0,6
Robersonville,202326,0,0,0,0,0,0,0,6
Macon Bacon,202326,0,0,0,0,0,0,0,3
Cimarron,202326,0,0,0,0,0,0,0,4
Cyclone,202326,0,0,0,0,0,0,0,3
Skyline,202326,0,0,0,0,0,0,0,3
Yuma,202326,0,0,0,0,0,0,0,2
SPG NC,202325,0,0,0,0,0,0,0,3
SPG VA,202325,0,0,0,0,0,0,0,3
Deercroft,202325,0,0,0,0,0,0,0,3
Laurel Hill,202325,0,0,0,0,0,0,0,3
Askin,202325,0,0,0,0,0,0,0,6
Williamston,202325,0,0,0,0,0,0,0,6
Robersonville,202325,0,0,0,0,0,0,0,6
Macon Bacon,202325,0,0,0,0,0,0,0,3
Cimarron,202325,0,0,0,0,0,0,0,4
Cyclone,202325,0,0,0,0,0,0,0,4
Skyline,202325,0,0,0,0,0,0,0,3
Yuma,202325,0,0,0,0,0,0,0,2
SPG NC,202324,0,0,0,0,0,0,0,3
SPG VA,202324,0,0,0,0,0,0,0,3
Deercroft,202324,0,0,0,0,0,0,0,3
Laurel Hill,202324,0,0,0,0,0,0,0,3
Askin,202324,0,0,0,0,0,0,0,6
Williamston,202324,0,0,0,0,0,0,0,6
Robersonville,202324,0,0,0,0,0,0,0,6
Macon Bacon,202324,0,0,0,0,0,0,0,3
Cimarron,202324,0,0,0,0,0,0,0,4
Cyclone,202324,0,0,0,0,0,0,0,4
Skyline,202324,0,0,0,0,0,0,0,3
Yuma,202324,0,0,0,0,0,0,0,2
SPG NC,202323,0,0,0,0,0,0,0,3
SPG VA,202323,0,0,0,0,0,0,0,3
Deercroft,202323,0,0,0,0,0,0,0,3
Laurel Hill,202323,0,0,0,0,0,0,0,3
Askin,202323,0,0,0,0,0,0,0,6
Williamston,202323,0,0,0,0,0,0,0,6
Robersonville,202323,0,0,0,0,0,0,0,6
Macon Bacon,202323,0,0,0,0,0,0,0,3
Cimarron,202323,0,0,0,0,0,0,0,3
Cyclone,202323,0,1,0,0,0,0,1,3
Skyline,202323,0,0,0,0,0,0,0,3
Yuma,202323,0,0,0,0,0,0,0,2
SPG NC,202322,0,0,0,0,0,0,0,3
SPG VA,202322,0,0,0,0,0,0,0,3
Deercroft,202322,0,0,0,0,0,0,0,3
Laurel Hill,202322,0,0,0,0,0,0,0,3
Askin,202322,0,0,0,0,0,0,0,6
Williamston,202322,0,0,0,0,0,0,0,6
Robersonville,202322,0,0,0,0,0,0,0,6
Macon Bacon,202322,0,0,0,0,0,0,0,3
