Boar Stud,Yearweek,Sample Leaked,Form Incorrect,Tube Missing,Number Incorrect,Sample ID incorrect,Sample Quality,Total,Submissions
Cimarron,202322,0,0,0,0,0,0,0,3
Cyclone,202322,0,0,0,0,0,0,0,3
Skyline,202322,0,0,0,0,0,0,0,3
Yuma,202322,0,0,0,0,0,0,0,2
SPG NC,202321,0,0,0,0,0,0,0,3
SPG VA,202321,0,0,0,0,0,0,0,3
Deercroft,202321,0,0,0,0,0,0,0,3
Laurel Hill,202321,0,0,0,0,0,0,0,3
Askin,202321,0,0,0,0,0,0,0,6
Williamston,202321,0,0,0,0,0,0,0,6
Robersonville,202321,0,0,0,0,0,0,0,6
Macon Bacon,202321,0,0,0,0,0,0,0,3
Cimarron,202321,0,0,0,0,0,0,0,5
Cyclone,202321,0,0,0,0,0,0,0,3
Skyline,202321,0,0,0,0,0,0,0,3
Yuma,202321,0,0,0,0,0,0,0,2
SPG NC,202320,0,0,0,0,0,0,0,3
SPG VA,202320,0,0,0,0,0,0,0,3
Deercroft,202320,0,0,0,0,0,0,0,3
Laurel Hill,202320,0,0,0,0,0,0,0,3
Askin,202320,0,0,0,0,1,0,1,6
Williamston,202320,0,0,0,0,0,0,0,6
Robersonville,202320,0,0,0,0,0,0,0,6
Macon Bacon,202320,0,0,0,0,0,0,0,3
Cimarron,202320,0,0,0,0,0,0,0,4
Cyclone,202320,0,0,0,0,0,0,0,3
Skyline,202320,0,0,0,0,0,0,0,3
Yuma,202320,0,0,0,0,0,0,0,2
SPG NC,202319,0,0,0,0,0,0,0,3
SPG VA,202319,0,0,0,0,0,0,0,3
Deercroft,202319,0,0,0,0,0,0,0,3
Laurel Hill,202319,0,0,0,0,0,0,0,3
Askin,202319,0,0,0,0,0,0,0,6
Williamston,202319,0,0,0,0,0,0,0,6
Robersonville,202319,0,0,0,0,0,0,0,6
Macon Bacon,202319,0,0,0,0,0,0,0,3
Cimarron,202319,0,0,0,0,0,0,0,4
Cyclone,202319,0,0,0,0,0,0,0,3
Skyline,202319,0,0,0,0,0,0,0,3
Yuma,202319,0,0,0,0,0,0,0,2
SPG NC,202318,0,0,0,0,0,0,0,3
SPG VA,202318,0,0,0,0,0,0,0,3
Deercroft,202318,0,0,0,0,0,0,0,3
Laurel Hill,202318,0,0,0,0,0,0,0,3
Askin,202318,0,0,0,0,0,0,0,6
Williamston,202318,0,0,0,0,0,0,0,6
Robersonville,202318,0,0,0,0,0,0,0,6
Macon Bacon,202318,0,0,0,0,0,0,0,3
Cimarron,202318,0,0,0,0,0,0,0,4
Cyclone,202318,0,0,0,0,0,0,0,3
Skyline,202318,0,0,0,0,0,0,0,3
Yuma,202318,0,0,0,0,0,0,0,2
SPG NC,202317,0,0,0,0,0,0,0,3
SPG VA,202317,0,0,0,0,0,0,0,3
Deercroft,202317,0,0,0,0,0,0,0,3
Laurel Hill,202317,0,0,0,0,1,0,1,3
Askin,202317,0,0,0,0,0,0,0,6
Williamston,202317,0,0,0,0,0,0,0,6
Robersonville,202317,0,0,0,0,0,0,0,6
Macon Bacon,202317,0,0,0,0,0,0,0,3
Cimarron,202317,0,0,0,0,0,0,0,4
Cyclone,202317,0,0,0,0,0,0,0,3
Skyline,202317,0,0,0,0,0,0,0,3
Yuma,202317,0,0,0,0,0,0,0,2
SPG NC,202316,0,0,0,0,0,1,1,3
SPG VA,202316,0,0,0,0,0,0,0,3
Deercroft,202316,0,0,0,0,0,0,0,3
Laurel Hill,202316,0,0,0,0,0,0,0,3
Askin,202316,0,0,0,0,0,0,0,6
Williamston,202316,0,0,0,0,0,0,0,6
Robersonville,202316,0,0,0,0,0,0,0,6
Macon Bacon,202316,0,0,0,0,0,0,0,3
Cimarron,202316,0,0,0,0,0,0,0,5
Cyclone,202316,0,0,1,0,0,0,1,3
Skyline,202316,0,0,0,0,0,0,0,3
Yuma,202316,0,0,0,0,0,0,0,2
SPG NC,202315,0,0,0,0,0,0,0,3
SPG VA,202315,0,0,0,0,0,0,0,3
Deercroft,202315,0,0,0,0,0,0,0,3
Laurel Hill,202315,0,0,0,0,0,0,0,3
Askin,202315,0,0,0,0,0,0,0,6
Williamston,202315,0,0,0,0,0,0,0,6
Robersonville,202315,0,0,0,0,0,0,0,6
Macon Bacon,202315,0,0,0,0,0,0,0,3
Cimarron,202315,0,0,0,0,0,0,0,5
Cyclone,202315,0,0,0,0,0,0,0,3
Skyline,202315,0,0,0,0,0,0,0,3
Yuma,202315,0,0,0,0,0,0,0,2
SPG NC,202314,0,0,0,0,0,0,0,3
SPG VA,202314,0,0,0,0,0,0,0,3
Deercroft,202314,0,0,0,0,0,0,0,3
Laurel Hill,202314,0,0,0,0,0,0,0,3
Askin,202314,0,0,0,0,0,0,0,6
Williamston,202314,0,0,0,0,0,0,0,6
Robersonville,202314,0,0,0,0,0,0,0,6
Macon Bacon,202314,0,0,0,0,0,0,0,3
Cimarron,202314,0,0,0,0,0,0,0,5
Cyclone,202314,0,0,0,0,0,0,0,3
Skyline,202314,0,0,0,0,0,0,0,3
Yuma,202314,0,0,0,0,0,0,0,2
SPG NC,202313,0,0,0,0,0,0,0,3
SPG VA,202313,0,0,0,0,0,0,0,3
Deercroft,202313,0,0,0,0,0,0,0,3
Laurel Hill,202313,0,0,0,0,0,0,0,3
Askin,202313,0,0,0,0,0,0,0,6
Williamston,202313,0,0,0,0,0,0,0,6
Robersonville,202313,0,0,0,0,0,0,0,6
Macon Bacon,202313,0,0,0,0,0,0,0,3
Cimarron,202313,0,0,0,0,0,0,0,5
Cyclone,202313,0,0,0,0,0,0,0,3
Skyline,202313,0,0,0,0,0,0,0,3
Yuma,202313,0,0,0,0,0,0,0,2
SPG NC,202312,0,0,0,0,0,0,0,3
SPG VA,202312,0,0,0,0,0,0,0,3
Deercroft,202312,0,0,0,0,0,0,0,3
Laurel Hill,202312,0,0,0,0,0,0,0,3
Askin,202312,0,0,0,0,0,0,0,6
Williamston,202312,0,0,0,0,0,0,0,6
Robersonville,202312,0,0,0,0,0,0,0,6
Macon Bacon,202312,0,0,0,0,0,0,0,3
Cimarron,202312,0,0,0,0,0,0,0,5
Cyclone,202312,0,1,0,0,0,0,1,3
Skyline,202312,0,0,0,0,0,0,0,3
Yuma,202312,0,0,0,0,0,0,0,2
SPG NC,202311,0,0,0,0,0,0,0,3
SPG VA,202311,0,0,0,0,0,0,0,3
Deercroft,202311,0,0,0,0,0,0,0,3
Laurel Hill,202311,0,0,0,0,0,0,0,3
Askin,202311,0,0,0,0,0,0,0,6
Williamston,202311,0,0,1,0,0,0,1,6
Robersonville,202311,0,0,0,0,0,0,0,6
Macon Bacon,202311,0,0,0,0,0,0,0,3
Cimarron,202311,0,0,0,0,0,0,0,5
Cyclone,202311,0,1,0,0,0,0,1,3
Skyline,202311,0,0,0,0,0,0,0,3
Yuma,202311,0,0,0,0,0,0,0,2
SPG NC,202310,0,0,0,0,0,0,0,3
SPG VA,202310,0,0,0,0,0,0,0,3
Deercroft,202310,0,0,0,0,0,0,0,3
Laurel Hill,202310,0,0,0,0,0,0,0,3
Askin,202310,0,0,0,0,0,0,0,6
Williamston,202310,0,0,1,0,0,0,1,6
Robersonville,202310,0,0,0,0,0,0,0,6
Macon Bacon,202310,0,0,0,0,0,0,0,3
Cimarron,202310,0,0,0,0,0,0,0,5
Cyclone,202310,0,0,0,0,0,0,0,3
Skyline,202310,0,0,0,0,0,0,0,3
Yuma,202310,0,0,0,0,0,0,0,2
SPG NC,202309,0,0,0,0,0,0,0,3
SPG VA,202309,0,0,0,0,0,0,0,3
Deercroft,202309,0,0,0,0,0,0,0,3
Laurel Hill,202309,0,0,0,0,0,0,0,3
Askin,202309,0,0,0,0,0,0,0,6
Williamston,202309,0,0,0,1,0,0,1,6
Robersonville,202309,0,0,0,0,0,0,0,6
Macon Bacon,202309,0,0,0,0,0,0,0,3
Cimarron,202309,0,0,0,0,0,0,0,5
Cyclone,202309,0,0,0,0,0,0,0,3
Skyline,202309,0,0,0,0,0,0,0,3
Yuma,202309,0,0,0,0,0,0,0,2
SPG NC,202308,0,0,0,0,0,0,0,3
SPG VA,202308,0,0,0,0,0,0,0,3
Deercroft,202308,0,0,0,0,0,0,0,3
Laurel Hill,202308,0,0,0,0,0,0,0,3
Askin,202308,0,0,0,0,0,0,0,6
Williamston,202308,0,0,0,0,0,0,0,6
Robersonville,202308,0,0,1,0,0,0,1,6
Macon Bacon,202308,0,0,0,0,0,0,0,3
Cimarron,202308,0,0,0,0,0,0,0,5
Cyclone,202308,0,0,0,0,0,0,0,3
Skyline,202308,0,0,0,0,1,0,1,3
Yuma,202308,0,0,0,0,0,0,0,2
SPG NC,202307,0,0,0,0,0,0,0,3
SPG VA,202307,0,0,0,0,0,0,0,3
Deercroft,202307,0,0,0,0,0,0,0,3
Laurel Hill,202307,0,0,0,0,0,0,0,3
Askin,202307,0,0,0,0,0,0,0,6
Williamston,202307,0,0,0,0,0,0,0,6
Robersonville,202307,0,1,0,0,0,0,1,6
Macon Bacon,202307,0,0,0,0,0,0,0,3
Cimarron,202307,0,0,0,0,0,0,0,5
Cyclone,202307,0,0,0,0,0,0,0,3
Skyline,202307,0,0,0,0,0,0,0,3
Yuma,202307,0,0,0,0,0,0,0,2
SPG NC,202306,0,0,0,0,0,0,0,3
SPG VA,202306,0,0,0,0,1,0,1,3
Deercroft,202306,0,0,0,0,0,0,0,3
Laurel Hill,202306,0,0,0,0,0,0,0,3
Askin,202306,0,0,0,0,0,0,0,6
Williamston,202306,0,0,0,0,0,0,0,6
Robersonville,202306,0,0,0,0,1,0,1,3
Macon Bacon,202306,0,0,0,0,0,0,0,6
Cimarron,202306,0,0,0,0,0,0,0,5
Cyclone,202306,0,0,0,0,0,0,0,3
Skyline,202306,0,0,0,0,0,0,0,3
Yuma,202306,0,0,0,0,0,0,0,2
SPG NC,202305,0,0,0,0,0,0,0,3
SPG VA,202305,0,0,0,1,0,0,1,3
Deercroft,202305,0,0,0,0,0,0,0,3
Laurel Hill,202305,0,0,0,0,0,0,0,3
Askin,202305,0,0,0,0,0,0,0,6
Williamston,202305,0,0,0,0,0,0,0,6
Robersonville,202305,0,0,0,1,0,0,1,3
Macon Bacon,202305,0,0,0,0,0,0,0,6
Cimarron,202305,0,0,0,0,0,0,0,5
Cyclone,202305,0,0,0,0,0,0,0,4
Skyline,202305,0,0,0,0,0,0,0,3
Yuma,202305,0,0,0,0,0,0,0,2
SPG NC,202304,0,0,0,0,0,0,0,3
SPG VA,202304,0,0,0,0,0,0,0,4
Deercroft,202304,0,0,0,0,0,0,0,3
Laurel Hill,202304,0,0,0,0,0,0,0,3
Askin,202304,0,0,0,0,0,0,0,6
Williamston,202304,0,0,0,0,0,0,0,6
Macon Bacon,202304,0,0,0,0,0,0,0,6
Cimarron,202304,0,0,0,0,0,0,0,5
Cyclone,202304,0,0,0,0,0,0,0,3
Skyline,202304,0,0,0,0,1,0,1,3
Yuma,202304,0,0,0,0,1,0,1,2
SPG NC,202303,0,0,0,0,0,0,0,3
SPG VA,202303,0,0,0,0,0,0,0,4
Deercroft,202303,0,0,0,0,0,0,0,3
Laurel Hill,202303,0,0,0,0,0,0,0,3
Askin,202303,0,0,0,0,0,0,0,6
Williamston,202303,0,0,0,0,0,0,0,6
Macon Bacon,202303,0,0,0,0,0,0,0,6
Cimarron,202303,0,0,0,0,0,0,0,5
Cyclone,202303,0,0,0,0,0,0,0,3
Skyline,202303,0,0,0,0,0,0,0,3
Yuma,202303,0,0,0,0,0,0,0,2
SPG NC,202302,0,0,0,0,0,0,0,3
SPG VA,202302,0,0,0,0,0,0,0,4
Deercroft,202302,0,0,0,0,0,0,0,3
Laurel Hill,202302,0,0,0,0,0,0,0,3
Askin,202302,0,0,0,0,0,0,0,6
Williamston,202302,0,0,0,0,0,0,0,6
Macon Bacon,202302,0,0,0,0,0,0,0,6
Cimarron,202302,0,0,0,0,0,0,0,5
Cyclone,202302,0,0,0,0,0,0,0,3
Skyline,202302,0,0,0,0,0,0,0,3
Yuma,202302,0,1,0,0,0,0,1,2
SPG NC,202301,0,0,0,0,0,0,0,3
SPG VA,202301,0,0,0,0,0,0,0,4
Deercroft,202301,0,0,0,0,0,0,0,3
Laurel Hill,202301,0,0,0,0,0,0,0,3
Askin,202301,0,0,0,0,0,0,0,6
Williamston,202301,0,0,0,0,0,0,0,6
Macon Bacon,202301,0,0,0,0,0,0,0,6
Cimarron,202301,0,0,0,0,0,0,0,4
Cyclone,202301,0,0,0,0,0,0,0,3
Skyline,202301,0,0,0,0,0,0,0,3
Yuma,202301,0,0,0,0,0,0,0,2
SPG NC,202252,0,0,0,0,0,0,0,3
SPG VA,202252,0,0,0,0,0,0,0,4
Deercroft,202252,0,1,0,0,0,0,1,3
Laurel Hill,202252,0,0,0,0,0,0,0,3
Askin,202252,0,0,0,0,0,0,0,6
Williamston,202252,0,0,0,0,0,0,0,6
Macon Bacon,202252,0,0,0,0,0,0,0,6
Cimarron,202252,0,0,0,0,0,0,0,4
Cyclone,202252,0,0,0,0,0,0,0,3
High Desert,202252,0,0,0,0,0,0,0,1
Skyline,202252,0,0,0,0,0,0,0,2
Yuma,202252,0,0,0,0,0,0,0,3
SPG NC,202251,0,0,0,0,0,0,0,3
SPG VA,202251,0,0,0,0,0,0,0,4
Deercroft,202251,0,0,0,0,0,0,0,3
Laurel Hill,202251,0,0,0,0,0,0,0,3
Askin,202251,0,0,0,0,0,0,0,6
Williamston,202251,0,0,0,0,0,0,0,6
Macon Bacon,202251,0,0,0,0,0,0,0,6
Cimarron,202251,0,0,0,0,0,0,0,4
Cyclone,202251,0,0,0,0,0,0,0,3
High Desert,202251,0,0,0,0,0,0,0,2
Skyline,202251,0,0,0,0,0,0,0,2
Yuma,202251,0,0,0,0,0,0,0,2
SPG NC,202250,0,0,0,0,0,0,0,3
SPG VA,202250,0,0,0,0,0,0,0,4
Deercroft,202250,0,0,0,0,0,0,0,3
Laurel Hill,202250,0,0,0,0,0,0,0,3
Askin,202250,0,0,0,0,0,0,0,6
Williamston,202250,0,0,0,0,0,0,0,6
Macon Bacon,202250,0,0,0,0,0,0,0,6
Cimarron,202250,0,0,0,0,0,0,0,5
Cyclone,202250,0,0,0,0,0,0,0,4
High Desert,202250,0,0,0,0,0,0,0,1
Skyline,202250,0,0,0,0,0,0,0,2
Yuma,202250,0,0,0,0,0,0,0,2
SPG NC,202249,0,0,0,0,0,0,0,3
SPG VA,202249,0,0,0,0,0,0,0,4
Deercroft,202249,0,0,0,0,0,0,0,3
Laurel Hill,202249,0,0,0,0,0,0,0,3
Askin,202249,0,0,0,0,0,0,0,6
Williamston,202249,0,1,0,0,0,0,1,6
Macon Bacon,202249,0,0,0,0,0,0,0,6
Cimarron,202249,0,0,0,0,0,0,0,5
Cyclone,202249,0,0,0,0,0,0,0,3
High Desert,202249,0,0,0,0,0,0,0,1
Skyline,202249,0,0,0,0,0,0,0,2
Yuma,202249,0,0,0,0,0,0,0,2
SPG NC,202248,0,0,0,0,0,0,0,3
SPG VA,202248,0,0,0,0,0,0,0,4
Deercroft,202248,0,0,0,0,0,0,0,3
Laurel Hill,202248,0,0,0,0,0,0,0,3
Askin,202248,0,0,0,0,0,0,0,6
Williamston,202248,0,0,0,0,0,0,0,6
Macon Bacon,202248,0,0,0,0,0,0,0,6
Cimarron,202248,0,0,0,0,0,0,0,5
Cyclone,202248,0,0,0,0,0,0,0,3
High Desert,202248,0,0,0,0,0,0,0,3
Skyline,202248,0,0,0,0,1,0,1,2
Yuma,202248,0,0,0,0,0,0,0,2
SPG NC,202247,0,0,0,0,0,0,0,3
SPG VA,202247,0,0,0,0,0,0,0,4
Deercroft,202247,0,0,0,0,0,0,0,3
Laurel Hill,202247,0,0,0,0,0,0,0,3
Askin,202247,0,0,0,0,0,0,0,6
Williamston,202247,0,0,0,0,0,0,0,6
Macon Bacon,202247,0,0,0,0,0,0,0,6
Cimarron,202247,0,0,0,0,0,0,0,3
Cyclone,202247,0,0,0,0,0,0,0,3
High Desert,202247,0,0,0,0,0,0,0,2
Skyline,202247,0,0,0,0,0,0,0,2
Yuma,202247,0,0,0,0,0,0,0,2
SPG NC,202246,0,0,0,0,0,0,0,3
SPG VA,202246,0,0,0,0,0,0,0,4
Deercroft,202246,0,0,0,0,0,0,0,3
Laurel Hill,202246,0,0,0,0,0,0,0,3
Askin,202246,0,0,0,0,0,0,0,6
Williamston,202246,0,0,0,0,0,0,0,6
Macon Bacon,202246,0,0,0,0,0,0,0,6
Cimarron,202246,0,0,0,0,0,0,0,5
Cyclone,202246,0,1,0,0,0,0,1,3
High Desert,202246,1,0,0,0,0,0,1,1
Skyline,202246,0,0,0,0,0,0,0,2
Yuma,202246,0,0,0,0,1,0,0,2
SPG NC,202245,0,0,0,0,0,0,0,3
SPG VA,202245,0,0,0,0,0,0,0,4
SPG TX,202245,0,0,0,0,0,0,0,3
Deercroft,202245,0,0,0,0,0,0,0,3
Laurel Hill,202245,0,0,0,0,0,0,0,3
Askin,202245,0,0,0,0,0,0,0,6
Williamston,202245,0,0,0,0,0,0,0,6
Macon Bacon,202245,0,0,0,0,0,0,0,6
Cimarron,202245,0,0,0,0,0,0,0,5
Cyclone,202245,0,0,0,0,0,0,0,3
High Desert,202245,0,0,0,0,0,0,0,1
Skyline,202245,0,0,0,0,0,0,0,2
Yuma,202245,0,0,0,0,0,0,0,2
SPG NC,202244,0,0,0,0,0,0,0,3
SPG VA,202244,0,0,0,0,0,0,0,4
SPG TX,202244,0,0,0,0,0,0,0,3
Deercroft,202244,0,0,0,0,0,0,0,3
Laurel Hill,202244,0,0,0,0,0,0,0,3
Askin,202244,0,0,0,0,0,0,0,6
Williamston,202244,0,0,0,0,0,0,0,6
Macon Bacon,202244,0,0,0,0,0,0,0,6
Cimarron,202244,0,0,0,0,0,0,0,5
Cyclone,202244,0,0,0,0,1,0,1,3
High Desert,202244,0,0,0,0,0,0,0,2
Skyline,202244,0,0,0,0,0,0,0,2
Yuma,202244,0,0,0,0,0,0,0,2
SPG NC,202243,0,0,0,0,0,0,0,3
SPG VA,202243,0,0,0,0,0,0,0,4
SPG TX,202243,0,0,0,0,0,0,0,3
Deercroft,202243,0,0,0,0,0,0,0,3
Laurel Hill,202243,0,0,0,0,0,0,0,3
Askin,202243,0,0,0,0,0,0,0,6
Williamston,202243,0,0,1,0,0,0,1,6
Macon Bacon,202243,0,0,0,0,0,0,0,6
Cimarron,202243,0,0,0,0,0,0,0,5
Cyclone,202243,0,0,0,0,0,0,0,2
High Desert,202243,0,0,0,0,0,0,0,1
Skyline,202243,0,0,0,0,1,0,1,2
Yuma,202243,0,0,0,0,0,0,0,2
SPG NC,202242,0,0,0,0,0,0,0,3
SPG VA,202242,0,0,0,0,0,0,0,4
SPG TX,202242,0,0,0,0,0,0,0,3
Deercroft,202242,0,0,0,0,0,0,0,3
Laurel Hill,202242,0,0,0,0,0,0,0,3
Askin,202242,0,0,0,0,0,0,0,6
Williamston,202242,0,0,0,0,0,0,0,6
Macon Bacon,202242,0,0,0,0,0,0,0,6
Cimarron,202242,0,0,0,0,0,0,0,5
Cyclone,202242,0,0,0,0,0,0,0,3
High Desert,202242,0,0,0,0,0,0,0,1
Skyline,202242,0,0,0,0,0,0,0,2
Yuma,202242,0,0,0,0,0,0,0,2
SPG NC,202241,0,0,0,0,0,0,0,3
SPG VA,202241,0,0,0,0,0,0,0,4
SPG TX,202241,0,0,0,0,0,0,0,3
Deercroft,202241,0,0,0,0,0,0,0,3
Laurel Hill,202241,0,0,0,1,0,0,1,3
Askin,202241,0,0,0,0,0,0,0,6
Williamston,202241,0,0,0,0,0,0,0,6
Macon Bacon,202241,0,0,0,0,0,0,0,6
Cimarron,202241,0,0,0,0,0,0,0,4
Cyclone,202241,0,0,0,0,0,0,0,2
High Desert,202241,0,0,0,0,0,0,0,3
Skyline,202241,0,0,0,0,0,0,0,3
Yuma,202241,0,0,0,0,0,0,0,2
SPG NC,202240,0,0,0,0,0,0,0,3
SPG VA,202240,0,0,0,0,0,0,0,4
SPG TX,202240,0,0,0,0,0,0,0,3
Deercroft,202240,0,0,0,0,0,0,0,3
Laurel Hill,202240,0,0,0,0,0,0,0,3
Askin,202240,0,0,0,0,0,0,0,6
Williamston,202240,0,0,0,0,0,0,0,6
Macon Bacon,202240,0,0,1,0,0,0,1,6
Cimarron,202240,0,0,0,0,0,0,0,5
Cyclone,202240,0,0,0,0,0,0,0,3
High Desert,202240,0,0,0,0,0,0,0,3
Skyline,202240,0,0,0,0,0,0,0,2
Yuma,202240,0,0,0,0,0,0,0,2
SPG NC,202239,0,0,0,0,0,0,0,3
SPG VA,202239,0,0,0,0,0,0,0,4
SPG TX,202239,0,0,0,0,0,0,0,3
Deercroft,202239,0,0,0,0,0,0,0,3
Laurel Hill,202239,0,0,0,0,0,0,0,3
Askin,202239,0,0,0,0,0,0,0,6
Williamston,202239,0,0,0,0,0,0,0,6
Macon Bacon,202239,0,0,0,0,0,0,0,6
Cimarron,202239,0,0,0,0,0,0,0,4
Cyclone,202239,0,0,0,0,0,0,0,2
High Desert,202239,0,0,0,0,0,0,0,3
Skyline,202239,0,0,0,0,0,0,0,3
Yuma,202239,0,0,0,0,0,0,0,2
SPG NC,202238,0,0,0,0,0,0,0,3
SPG VA,202238,0,0,0,0,0,0,0,4
SPG TX,202238,0,0,0,0,0,0,0,3
Deercroft,202238,0,0,0,0,0,0,0,3
Laurel Hill,202238,0,0,0,0,0,0,0,3
Askin,202238,0,0,0,0,0,0,0,6
Williamston,202238,0,0,0,0,0,0,0,6
Macon Bacon,202238,0,0,0,0,0,0,0,6
Cimarron,202238,1,0,0,0,0,0,0,5
Cyclone,202238,1,0,0,0,0,0,0,3
High Desert,202238,0,0,0,0,0,0,0,4
Skyline,202238,0,0,0,0,0,0,0,2
Yuma,202238,0,0,0,0,0,0,0,2
SPG NC,202237,0,0,0,0,0,0,0,3
SPG VA,202237,0,0,0,0,0,0,0,4
SPG TX,202237,0,0,0,0,0,0,0,3
Deercroft,202237,0,0,0,0,0,0,0,3
Laurel Hill,202237,0,0,0,0,0,0,0,3
Askin,202237,0,0,0,0,0,0,0,6
Williamston,202237,0,0,0,0,0,0,0,6
Macon Bacon,202237,0,0,0,0,0,0,0,6
Cimarron,202237,0,0,0,0,0,0,0,5
Cyclone,202237,0,0,0,0,0,0,0,3
High Desert,202237,0,0,0,0,0,0,0,4
Skyline,202237,0,0,0,0,0,0,0,2
Yuma,202237,0,0,0,0,0,0,0,2
SPG NC,202236,0,0,0,0,0,0,0,3
SPG VA,202236,0,0,0,0,0,0,0,4
SPG TX,202236,0,0,0,0,0,0,0,3
Deercroft,202236,0,0,0,0,0,0,0,3
Laurel Hill,202236,0,0,0,0,0,0,0,3
Askin,202236,0,0,0,0,0,0,0,6
Williamston,202236,0,0,0,0,0,0,0,6
Macon Bacon,202236,0,0,0,0,0,0,0,6
Cimarron,202236,0,0,0,0,0,0,0,4
Cyclone,202236,0,0,0,0,0,0,0,2
High Desert,202236,0,0,0,0,0,0,0,3
Skyline,202236,0,0,0,0,0,0,0,3
Yuma,202236,0,0,0,0,0,0,0,2
SPG NC,202235,0,0,0,0,0,0,0,3
SPG VA,202235,0,0,0,0,0,0,0,4
SPG TX,202235,0,0,0,0,0,0,0,3
Deercroft,202235,0,0,0,0,0,0,0,3
Laurel Hill,202235,0,0,0,0,0,0,0,3
Askin,202235,0,0,0,0,0,0,0,6
Williamston,202235,0,0,0,0,0,0,0,6
Macon Bacon,202235,0,0,0,0,0,0,0,6
Cimarron,202235,0,0,0,0,0,0,0,5
Cyclone,202235,0,0,0,0,0,0,0,3
High Desert,202235,0,0,0,0,0,0,0,4
Skyline,202235,0,0,0,0,0,0,0,2
Yuma,202235,0,0,0,0,0,0,0,2
