Boar Stud,Yearweek,Sample Leaked,Form Incorrect,Tube Missing,Number Incorrect,Sample ID incorrect,Sample Quality,Total,Submissions
Princeton,202035,0,0,1,0,0,0,1,5
Skyline,202035,0,0,0,0,0,0,0,3
Yuma,202035,0,0,1,0,0,0,1,2
SPG NC,202034,0,0,0,0,0,0,0,3
SPG VA,202034,0,0,0,0,0,0,0,3
SPG TX,202034,0,0,0,0,0,0,0,3
Deercroft,202034,0,0,0,0,0,0,0,3
Laurel Hill,202034,0,0,0,0,0,0,0,3
Askin,202034,0,0,0,0,0,0,0,6
Williamston,202034,0,0,0,0,0,0,0,6
Robersonville,202034,0,0,0,0,0,0,0,6
Cimarron,202034,1,0,1,0,0,0,2,4
Cyclone,202034,0,0,0,0,0,0,0,4
High Desert,202034,0,0,0,0,0,0,0,3
Princeton,202034,0,0,0,0,0,0,0,5
Skyline,202034,0,0,0,0,0,0,0,4
Yuma,202034,0,1,0,0,0,0,1,2
SPG NC,202033,0,0,0,0,0,0,0,3
SPG VA,202033,0,0,0,0,0,0,0,3
SPG TX,202033,0,0,0,0,0,0,0,3
Deercroft,202033,0,0,0,0,0,0,0,3
Laurel Hill,202033,0,0,0,0,0,0,0,3
Askin,202033,0,0,0,0,0,0,0,6
Williamston,202033,0,0,0,0,0,0,0,6
Robersonville,202033,0,0,0,0,0,0,0,6
Cimarron,202033,0,0,0,0,0,0,0,4
Cyclone,202033,0,0,0,0,0,0,0,4
High Desert,202033,0,0,0,0,1,0,1,3
Princeton,202033,0,0,0,0,0,0,0,5
Skyline,202033,0,0,1,0,0,0,1,3
Yuma,202033,0,0,0,0,0,0,0,2
SPG NC,202032,0,0,0,0,0,0,0,3
SPG VA,202032,0,0,0,0,0,0,0,3
SPG TX,202032,0,0,0,0,0,0,0,3
Deercroft,202032,0,0,0,0,0,0,0,3
Laurel Hill,202032,0,0,0,0,0,0,0,3
Askin,202032,0,0,0,0,0,0,0,6
Williamston,202032,0,0,0,0,0,0,0,6
Robersonville,202032,0,0,0,0,0,0,0,6
Cimarron,202032,0,0,0,0,0,0,0,4
Cyclone,202032,0,0,0,0,0,0,0,4
High Desert,202032,0,0,0,0,0,0,0,3
Princeton,202032,0,0,0,0,0,0,0,5
Skyline,202032,0,0,0,0,0,0,0,3
Yuma,202032,0,0,0,0,0,0,0,2
SPG NC,202031,0,0,0,0,0,0,0,3
SPG VA,202031,0,0,0,0,0,0,0,3
SPG TX,202031,0,0,0,0,0,0,0,3
Deercroft,202031,0,0,0,0,0,0,0,3
Laurel Hill,202031,0,0,0,0,0,0,0,3
Askin,202031,0,0,0,0,0,0,0,6
Williamston,202031,0,0,0,0,0,0,0,6
Robersonville,202031,0,0,0,0,0,0,0,6
Cimarron,202031,1,0,0,0,0,0,1,4
Cyclone,202031,0,0,0,0,0,0,0,4
High Desert,202031,0,0,0,0,0,0,0,3
Princeton,202031,0,0,0,0,0,0,0,5
Skyline,202031,0,0,0,0,0,0,0,3
Yuma,202031,0,0,0,0,0,0,0,2
SPG NC,202030,0,0,0,0,0,0,0,3
SPG VA,202030,0,0,0,0,0,0,0,3
SPG TX,202030,0,0,0,0,0,0,0,3
Deercroft,202030,0,0,0,0,0,0,0,3
Laurel Hill,202030,0,0,0,0,0,0,0,3
Askin,202030,0,0,0,0,0,0,0,6
Williamston,202030,0,0,0,0,0,0,0,6
Robersonville,202030,0,0,0,0,0,0,0,6
Cimarron,202030,0,0,0,0,0,0,0,4
Cyclone,202030,0,0,0,0,0,0,0,4
High Desert,202030,0,0,0,0,0,0,0,3
Princeton,202030,0,0,0,0,0,0,0,5
Skyline,202030,0,0,0,0,0,0,0,3
Yuma,202030,0,0,0,0,0,0,0,2
SPG NC,202029,0,0,0,0,0,0,0,3
SPG VA,202029,0,0,0,0,0,0,0,3
SPG TX,202029,0,0,0,0,0,0,0,3
Deercroft,202029,0,0,0,0,0,0,0,3
Laurel Hill,202029,0,0,0,0,0,0,0,3
Askin,202029,0,0,0,0,0,0,0,6
Williamston,202029,0,0,0,0,0,0,0,6
Robersonville,202029,0,0,0,0,0,0,0,6
Cimarron,202029,1,0,0,0,0,0,1,4
Cyclone,202029,0,0,0,0,0,0,0,4
High Desert,202029,0,0,0,0,0,0,0,3
Princeton,202029,0,0,0,0,0,0,0,5
Skyline,202029,0,0,0,1,1,0,2,3
Yuma,202029,0,0,0,1,0,0,1,2
SPG NC,202028,0,0,0,0,0,0,0,3
SPG VA,202028,0,0,0,0,0,0,0,3
SPG TX,202028,0,0,0,0,0,0,0,3
Deercroft,202028,0,0,0,0,0,0,0,3
Laurel Hill,202028,0,0,0,0,0,0,0,3
Askin,202028,0,0,0,0,0,0,0,6
Williamston,202028,0,0,0,0,0,0,0,6
Robersonville,202028,0,0,0,0,0,0,0,6
Cimarron,202028,0,0,0,0,0,0,0,4
Cyclone,202028,0,0,0,0,0,0,0,4
High Desert,202028,0,0,0,0,0,0,0,3
Princeton,202028,0,0,0,0,0,0,0,5
Skyline,202028,0,0,1,0,0,0,1,2
Yuma,202028,0,0,1,0,0,0,1,2
SPG NC,202027,0,0,0,0,0,0,0,3
SPG VA,202027,0,0,0,0,0,0,0,3
SPG TX,202027,0,0,0,0,0,0,0,3
Deercroft,202027,0,0,0,0,0,0,0,3
Laurel Hill,202027,0,0,0,0,0,0,0,3
Askin,202027,0,0,0,0,0,0,0,6
Williamston,202027,0,0,0,0,0,0,0,6
Robersonville,202027,0,0,0,0,0,0,0,6
Cimarron,202027,0,0,0,0,0,0,0,3
Cyclone,202027,0,0,0,0,0,0,0,3
High Desert,202027,0,0,0,0,0,0,0,2
Princeton,202027,0,0,0,0,0,0,0,4
Skyline,202027,0,0,0,0,0,0,0,2
Yuma,202027,0,0,0,0,0,0,0,2
SPG NC,202026,0,0,0,0,0,0,0,3
SPG VA,202026,0,0,0,0,0,0,0,3
SPG TX,202026,0,0,0,0,0,0,0,3
Deercroft,202026,0,0,0,0,0,0,0,3
Laurel Hill,202026,0,0,0,0,0,0,0,3
Askin,202026,0,0,0,0,0,0,0,6
Williamston,202026,0,0,0,0,0,0,0,6
Robersonville,202026,0,0,0,0,0,0,0,6
Cimarron,202026,0,0,0,0,0,0,0,4
Cyclone,202026,0,0,1,0,0,0,1,4
High Desert,202026,0,0,0,0,0,0,0,3
Princeton,202026,0,0,0,0,0,0,0,5
Skyline,202026,0,0,0,0,0,0,0,3
Yuma,202026,0,0,0,0,0,0,0,2
SPG NC,202025,0,0,0,0,0,0,0,3
SPG VA,202025,0,0,0,0,1,0,1,3
SPG TX,202025,0,0,0,0,0,0,0,3
Deercroft,202025,0,0,0,0,0,0,0,3
Laurel Hill,202025,0,0,0,0,0,0,0,3
Askin,202025,0,0,1,0,0,0,1,6
Williamston,202025,0,0,0,0,0,0,0,6
Robersonville,202025,0,0,0,0,0,0,0,6
Cimarron,202025,0,0,0,0,0,0,0,4
Cyclone,202025,0,0,0,0,0,0,0,4
High Desert,202025,0,0,0,0,0,0,0,3
Princeton,202025,0,0,0,0,0,0,0,5
Skyline,202025,0,0,0,0,0,0,0,2
Yuma,202025,0,0,0,0,0,0,0,2
SPG NC,202024,0,0,0,0,0,0,0,3
SPG VA,202024,0,0,0,0,0,0,0,3
SPG TX,202024,0,0,0,0,0,0,0,3
Deercroft,202024,0,0,0,0,0,0,0,3
Laurel Hill,202024,0,0,0,0,0,0,0,3
Askin,202024,0,0,0,0,0,0,0,6
Williamston,202024,0,0,0,0,0,0,0,6
Robersonville,202024,0,0,0,0,0,0,0,6
Cimarron,202024,0,0,0,0,0,0,0,4
Cyclone,202024,0,0,0,0,0,0,0,4
High Desert,202024,0,0,0,0,0,0,0,3
Princeton,202024,0,0,0,0,0,0,0,5
Skyline,202024,0,0,0,0,0,0,0,3
Yuma,202024,0,0,0,0,0,0,0,2
SPG NC,202023,0,0,0,0,0,0,0,3
SPG VA,202023,0,0,0,0,0,0,0,3
SPG TX,202023,0,0,0,0,0,0,0,3
Deercroft,202023,0,0,0,0,0,0,0,3
Laurel Hill,202023,0,0,0,0,0,0,0,3
Askin,202023,0,0,0,0,0,0,0,6
Williamston,202023,0,0,0,0,0,0,0,6
Robersonville,202023,0,0,0,0,0,1,1,6
Cimarron,202023,0,0,0,0,0,0,0,4
Cyclone,202023,0,0,0,0,1,0,1,4
High Desert,202023,0,0,0,0,0,0,0,3
Princeton,202023,0,0,0,0,0,0,0,5
Skyline,202023,0,0,0,0,0,0,0,3
Yuma,202023,0,0,0,0,0,0,0,2
SPG NC,202022,0,0,0,0,0,0,0,3
SPG VA,202022,0,0,0,0,0,0,0,3
SPG TX,202022,0,0,0,0,0,0,0,3
Deercroft,202022,0,0,0,0,0,0,0,3
Laurel Hill,202022,0,0,0,0,0,0,0,3
Askin,202022,0,0,0,0,0,0,0,6
Williamston,202022,0,0,1,0,0,0,1,6
Robersonville,202022,0,0,0,0,0,0,0,6
Cimarron,202022,0,0,0,0,0,0,0,3
Cyclone,202022,0,0,0,0,0,0,0,3
High Desert,202022,0,0,0,0,1,0,1,3
Princeton,202022,0,0,0,0,0,0,0,4
Skyline,202022,0,0,0,0,0,0,0,3
Yuma,202022,0,0,0,0,0,0,0,2
SPG NC,202021,0,0,0,0,0,0,0,3
SPG VA,202021,0,0,0,0,0,0,0,3
SPG TX,202021,0,0,0,0,0,0,0,3
Deercroft,202021,0,0,0,0,0,0,0,3
Laurel Hill,202021,0,0,0,0,0,0,0,3
Askin,202021,0,0,0,0,0,0,0,6
Williamston,202021,0,0,1,0,0,0,1,6
Robersonville,202021,0,0,0,0,0,0,0,6
Cimarron,202021,0,0,0,0,0,0,0,4
Cyclone,202021,0,0,0,0,0,0,0,4
High Desert,202021,0,0,0,0,1,0,1,3
Princeton,202021,0,0,0,0,0,0,0,5
Skyline,202021,0,0,0,0,0,0,0,2
Yuma,202021,0,0,0,0,0,0,0,2
SPG NC,202020,0,0,0,0,0,0,0,3
SPG VA,202020,0,0,0,0,0,0,0,3
SPG TX,202020,0,0,0,0,0,0,0,3
Deercroft,202020,0,0,0,0,0,1,1,3
Laurel Hill,202020,0,0,0,0,0,0,0,3
Askin,202020,0,0,0,0,0,0,0,6
Williamston,202020,0,0,0,0,1,0,1,6
Robersonville,202020,0,0,0,0,0,1,1,6
Cimarron,202020,0,0,0,0,0,0,0,4
Cyclone,202020,0,0,0,0,1,0,1,4
High Desert,202020,0,0,0,0,1,0,1,3
Princeton,202020,0,0,0,0,0,0,0,5
Skyline,202020,0,0,0,0,0,0,0,3
Yuma,202020,0,0,0,0,0,0,0,2
SPG NC,202019,0,0,0,0,0,0,0,3
SPG VA,202019,0,0,0,0,0,0,0,3
SPG TX,202019,0,0,0,0,0,0,0,3
Deercroft,202019,0,0,0,0,0,0,0,3
Laurel Hill,202019,0,0,0,0,0,0,0,3
Askin,202019,0,0,0,0,0,0,0,6
Williamston,202019,0,0,0,0,0,0,0,6
Robersonville,202019,0,0,0,0,1,0,1,6
Cimarron,202019,0,0,0,0,0,0,0,4
Cyclone,202019,0,0,0,0,0,0,0,4
High Desert,202019,0,0,0,0,0,0,0,3
Princeton,202019,0,0,0,0,0,0,0,5
Skyline,202019,0,0,0,0,0,0,0,2
Yuma,202019,0,0,0,0,0,0,0,2
SPG NC,202018,0,0,0,0,0,0,0,3
SPG VA,202018,0,0,0,0,0,0,0,3
SPG TX,202018,0,0,0,0,0,0,0,3
Deercroft,202018,0,0,0,0,0,0,0,3
Laurel Hill,202018,0,0,0,0,0,0,0,3
Askin,202018,0,0,0,0,0,0,0,6
Williamston,202018,0,0,0,0,0,0,0,6
Robersonville,202018,0,0,0,0,0,0,0,6
Cimarron,202018,1,0,0,0,0,0,1,5
Cyclone,202018,0,0,0,0,0,0,0,4
High Desert,202018,0,0,0,0,1,0,1,3
Princeton,202018,0,0,0,0,0,0,0,5
Skyline,202018,0,0,0,0,0,0,0,2
Yuma,202018,0,1,0,0,0,0,1,2
SPG NC,202017,0,0,0,0,0,0,0,3
SPG VA,202017,0,0,0,0,0,0,0,3
SPG TX,202017,0,0,0,0,0,0,0,3
Deercroft,202017,0,0,0,0,0,0,0,3
Laurel Hill,202017,0,0,0,0,0,0,0,3
Askin,202017,0,0,0,0,0,0,0,6
Williamston,202017,0,0,0,0,0,0,0,6
Robersonville,202017,0,0,0,0,0,0,0,6
Cimarron,202017,0,0,0,0,0,0,0,4
Cyclone,202017,0,0,1,0,0,0,1,4
High Desert,202017,0,0,0,0,0,0,0,3
Princeton,202017,0,0,0,0,0,0,0,6
Skyline,202017,0,0,0,0,0,0,0,5
Yuma,202017,0,0,0,0,0,0,0,3
SPG NC,202016,0,0,0,0,0,0,0,3
SPG VA,202016,0,0,0,0,0,0,0,3
SPG TX,202016,0,0,0,0,0,0,0,3
Deercroft,202016,0,0,0,0,0,0,0,3
Laurel Hill,202016,0,0,0,0,0,0,0,3
Askin,202016,0,0,0,0,0,0,0,6
Williamston,202016,0,0,0,0,0,0,0,6
Robersonville,202016,0,0,0,0,0,0,0,6
Cimarron,202016,0,0,0,0,0,0,0,4
Cyclone,202016,0,0,0,0,0,0,0,4
High Desert,202016,0,0,1,0,0,0,1,3
Princeton,202016,0,0,0,0,0,0,0,6
Skyline,202016,0,0,0,0,0,0,0,5
Yuma,202016,0,0,0,0,0,0,0,3
SPG NC,202015,0,0,0,0,0,0,0,3
SPG VA,202015,0,0,0,0,0,0,0,3
SPG TX,202015,0,0,0,0,0,0,0,3
Deercroft,202015,0,0,0,0,0,1,1,3
Laurel Hill,202015,0,0,0,0,0,0,0,3
Askin,202015,0,0,0,0,0,0,0,6
Williamston,202015,0,0,0,0,0,0,0,6
Robersonville,202015,0,0,0,0,0,0,0,6
Cimarron,202015,0,0,0,0,0,0,0,4
Cyclone,202015,0,0,0,0,0,0,0,4
High Desert,202015,0,0,0,0,0,0,0,3
Princeton,202015,0,0,0,0,0,0,0,6
Skyline,202015,0,0,0,0,0,0,0,5
Yuma,202015,0,0,0,0,0,0,0,3
SPG NC,202014,0,0,0,0,0,0,0,3
SPG VA,202014,0,0,0,0,0,0,0,3
SPG TX,202014,0,0,0,0,0,0,0,3
Deercroft,202014,0,0,0,0,0,0,0,3
Laurel Hill,202014,0,0,0,0,0,0,0,3
Askin,202014,0,0,0,0,0,0,0,6
Williamston,202014,0,0,1,0,0,0,1,6
Robersonville,202014,0,0,0,0,0,0,0,6
Cimarron,202014,0,0,0,0,0,0,0,4
Cyclone,202014,0,0,0,0,0,0,0,4
High Desert,202014,0,0,0,0,0,0,0,3
Princeton,202014,0,0,0,0,0,0,0,6
Skyline,202014,0,0,0,0,0,0,0,5
Yuma,202014,0,0,0,0,0,0,0,3
SPG NC,202013,0,0,0,0,0,0,0,3
SPG VA,202013,0,0,0,0,0,0,0,3
SPG TX,202013,0,0,0,0,0,0,0,3
Deercroft,202013,0,0,0,0,0,0,0,3
Laurel Hill,202013,0,0,0,0,0,0,0,3
Askin,202013,0,0,0,0,0,0,0,6
Williamston,202013,0,0,0,0,0,0,0,6
Robersonville,202013,0,0,0,0,0,0,0,6
Cimarron,202013,0,0,0,0,0,0,0,4
Cyclone,202013,0,0,0,0,0,0,0,4
High Desert,202013,0,0,0,0,0,0,0,3
Princeton,202013,0,0,0,0,0,0,0,6
Skyline,202013,0,0,0,0,0,0,0,5
Yuma,202013,0,0,0,0,0,0,0,3
SPG NC,202012,0,0,0,0,0,0,0,3
SPG VA,202012,0,0,0,0,0,0,0,3
SPG TX,202012,0,0,0,0,0,0,0,3
Deercroft,202012,0,0,0,0,0,0,0,3
Laurel Hill,202012,0,0,0,0,0,0,0,3
Askin,202012,0,0,0,0,0,0,0,6
Williamston,202012,0,0,0,0,0,0,0,6
Robersonville,202012,0,0,0,0,0,1,1,6
Cimarron,202012,0,0,0,0,0,0,0,4
Cyclone,202012,0,0,0,0,0,0,0,4
High Desert,202012,0,0,0,0,0,0,0,3
Princeton,202012,0,0,0,0,0,0,0,6
Skyline,202012,0,0,0,0,0,0,0,5
Yuma,202012,0,0,0,0,0,0,0,3
SPG NC,202011,0,1,0,0,0,0,1,3
SPG VA,202011,0,0,0,0,0,0,0,3
SPG TX,202011,0,0,0,0,0,0,0,3
Deercroft,202011,0,0,0,0,0,0,0,3
Laurel Hill,202011,0,0,0,0,0,0,0,3
Askin,202011,0,0,0,0,0,0,0,6
Williamston,202011,0,0,0,0,0,0,0,6
Robersonville,202011,0,0,0,0,0,0,0,6
Cimarron,202011,0,0,0,0,0,0,0,4
Cyclone,202011,0,0,0,0,0,0,0,4
High Desert,202011,0,0,0,0,0,0,0,3
Princeton,202011,0,0,0,0,0,0,0,6
Skyline,202011,0,0,0,0,0,0,0,5
Yuma,202011,0,0,0,0,0,0,0,3
SPG NC,202010,0,0,0,0,0,0,0,3
SPG VA,202010,0,0,0,0,0,0,0,3
SPG TX,202010,0,0,0,0,0,0,0,3
Deercroft,202010,0,0,0,0,0,0,0,3
Laurel Hill,202010,0,0,0,0,0,0,0,3
Askin,202010,0,0,0,0,0,0,0,6
Williamston,202010,0,0,0,1,0,0,1,6
Robersonville,202010,0,0,0,0,0,0,0,6
Cimarron,202010,0,0,0,0,0,0,0,4
Cyclone,202010,0,0,0,0,0,0,0,4
High Desert,202010,0,0,0,0,0,0,0,3
Princeton,202010,0,0,0,0,0,0,0,6
Skyline,202010,0,0,0,0,0,0,0,5
Yuma,202010,0,0,0,0,0,0,0,3
SPG NC,202009,0,0,0,0,0,0,0,3
SPG VA,202009,0,0,0,0,0,0,0,3
SPG TX,202009,0,0,0,0,0,0,0,3
Deercroft,202009,0,0,0,0,0,0,0,3
Laurel Hill,202009,0,0,0,0,0,0,0,3
Askin,202009,0,0,0,0,0,0,0,6
Williamston,202009,0,0,0,0,0,0,0,6
Robersonville,202009,0,0,0,0,0,0,0,6
Cimarron,202009,0,0,0,0,0,0,0,4
Cyclone,202009,0,0,0,0,0,0,0,4
High Desert,202009,0,0,0,0,0,0,0,3
Princeton,202009,0,0,0,0,0,0,0,6
Skyline,202009,0,0,0,0,0,0,0,5
Yuma,202009,0,0,0,0,0,0,0,3
SPG NC,202008,0,0,0,0,0,0,0,3
SPG VA,202008,0,0,0,0,0,0,0,3
SPG TX,202008,0,0,0,0,0,0,0,3
Deercroft,202008,0,0,0,0,0,0,0,3
Laurel Hill,202008,0,0,0,0,0,0,0,3
Askin,202008,0,0,0,0,0,0,0,6
Williamston,202008,0,0,0,0,0,0,0,6
Robersonville,202008,0,0,0,0,0,0,0,6
Cimarron,202008,0,0,0,0,0,0,0,4
Cyclone,202008,0,0,0,0,0,0,0,4
High Desert,202008,0,0,0,0,0,0,0,3
Princeton,202008,0,0,0,0,0,0,0,6
Skyline,202008,0,0,0,0,0,0,0,5
Yuma,202008,0,0,0,0,0,0,0,3
SPG NC,202007,0,0,0,0,0,0,0,3
SPG VA,202007,0,0,0,0,0,0,0,3
SPG TX,202007,0,0,0,0,0,0,0,3
Deercroft,202007,0,0,0,0,0,0,0,3
Laurel Hill,202007,0,0,0,0,0,0,0,3
Askin,202007,0,0,0,0,0,0,0,6
Williamston,202007,0,0,0,0,0,0,0,6
Robersonville,202007,0,0,0,0,0,0,0,6
Cimarron,202007,0,0,0,0,0,0,0,4
Cyclone,202007,0,0,0,0,0,0,0,4
High Desert,202007,0,0,0,0,0,0,0,3
Princeton,202007,0,0,0,0,0,0,0,6
Skyline,202007,0,0,0,0,0,0,0,5
Yuma,202007,0,0,0,0,0,0,0,3
SPG NC,202006,0,0,0,0,0,0,0,3
SPG VA,202006,0,0,0,0,0,0,0,3
SPG TX,202006,0,0,0,0,0,0,0,3
Deercroft,202006,0,0,0,0,0,0,0,3
Laurel Hill,202006,0,0,0,0,0,0,0,3
Askin,202006,0,0,0,0,0,0,0,6
Williamston,202006,0,0,0,0,0,0,0,6
Robersonville,202006,0,0,0,0,0,0,0,6
Cimarron,202006,0,0,0,0,0,0,0,4
Cyclone,202006,0,0,0,0,0,0,0,4
High Desert,202006,0,0,0,0,0,0,0,3
Princeton,202006,0,0,0,0,0,0,0,6
Skyline,202006,0,0,0,0,0,0,0,5
Yuma,202006,0,0,0,0,0,0,0,3
SPG NC,202005,0,0,0,0,0,0,0,3
SPG VA,202005,0,0,0,0,0,0,0,3
SPG TX,202005,0,0,0,0,0,0,0,3
Deercroft,202005,0,0,0,0,0,0,0,3
Laurel Hill,202005,0,0,0,0,0,0,0,3
Askin,202005,0,0,0,0,0,0,0,6
Williamston,202005,0,0,0,0,0,0,0,6
Robersonville,202005,0,0,0,0,0,0,0,6
Cimarron,202005,0,0,0,0,0,0,0,4
Cyclone,202005,0,0,0,0,0,0,0,4
High Desert,202005,0,0,0,0,0,0,0,3
Princeton,202005,0,0,0,0,0,0,0,6
Skyline,202005,0,0,0,0,0,0,0,5
Yuma,202005,0,0,0,0,0,0,0,3
SPG NC,202004,0,0,0,0,0,0,0,3
SPG VA,202004,0,0,0,0,0,0,0,3
SPG TX,202004,0,0,0,0,0,0,0,3
Deercroft,202004,0,0,0,0,0,0,0,3
Laurel Hill,202004,0,0,0,0,0,0,0,3
Askin,202004,0,0,0,0,0,0,0,6
Williamston,202004,0,0,0,0,0,0,0,6
Robersonville,202004,0,0,0,0,0,0,0,6
Cimarron,202004,0,0,0,0,0,0,0,4
Cyclone,202004,0,0,0,0,0,0,0,4
High Desert,202004,0,0,0,0,0,0,0,3
Princeton,202004,0,0,0,0,0,0,0,6
Skyline,202004,0,0,0,0,0,0,0,5
Yuma,202004,0,0,0,0,0,0,0,3
SPG NC,202003,0,0,0,0,0,0,0,3
SPG VA,202003,0,0,0,0,0,0,0,3
SPG TX,202003,0,0,0,0,0,0,0,3
Deercroft,202003,0,0,0,0,0,0,0,3
Laurel Hill,202003,0,0,0,0,0,0,0,3
Askin,202003,0,0,0,0,0,0,0,6
Williamston,202003,0,0,0,0,0,0,0,6
Robersonville,202003,0,0,0,0,0,0,0,6
Cimarron,202003,0,0,0,0,0,0,0,4
Cyclone,202003,0,0,0,0,0,0,0,4
High Desert,202003,0,0,0,0,0,0,0,3
Princeton,202003,0,0,0,0,0,0,0,6
Skyline,202003,0,0,0,0,0,0,0,5
Yuma,202003,0,0,0,0,0,0,0,3
SPG NC,202002,0,0,0,0,0,0,0,3
SPG VA,202002,0,0,1,0,0,0,1,3
SPG TX,202002,0,0,0,0,0,0,0,3
Deercroft,202002,0,0,0,0,0,0,0,3
Laurel Hill,202002,0,0,0,0,0,0,0,3
Askin,202002,0,0,0,0,0,0,0,6
Williamston,202002,0,0,0,0,0,0,0,6
Robersonville,202002,0,0,0,0,0,0,0,6
Cimarron,202002,0,0,0,0,0,0,0,4
Cyclone,202002,0,0,0,0,0,0,0,4
High Desert,202002,0,0,0,0,0,0,0,3
Princeton,202002,0,0,0,0,0,0,0,6
Skyline,202002,0,0,0,0,0,0,0,5
Yuma,202002,0,0,0,0,0,0,0,3
SPG NC,202001,0,0,0,0,0,0,0,3
SPG VA,202001,0,0,0,0,0,0,0,3
SPG TX,202001,0,0,0,0,0,0,0,3
Deercroft,202001,0,0,0,0,0,0,0,3
Laurel Hill,202001,0,0,0,0,0,0,0,3
Askin,202001,0,0,0,0,0,0,0,6
Williamston,202001,0,0,0,0,0,0,0,6
Robersonville,202001,0,0,0,0,0,0,0,6
Cimarron,202001,0,0,0,0,0,0,0,4
Cyclone,202001,0,0,0,0,0,0,0,4
High Desert,202001,0,0,0,0,0,0,0,3
Princeton,202001,0,0,0,0,0,0,0,6
Skyline,202001,0,0,0,0,0,0,0,5
Yuma,202001,0,0,0,0,0,0,0,3
